"x","y","ymin","ymax","se","flipped_aes","PANEL","group","colour","fill","linewidth","linetype","weight","alpha"
0.49,191.718818910227,93.7043397188223,289.733298101631,45.0401521943257,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.497974683544304,192.136405905201,106.194842936274,278.077968874129,39.4923393754887,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.505949367088608,192.540356242402,116.933229645243,268.147482839561,34.7434023728438,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.513924050632911,192.977459145742,125.88662808831,260.068290203174,30.8299474383733,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.521898734177215,193.406871899399,133.04676464523,253.766979153567,27.7370082422679,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.529873417721519,193.811882350239,138.427070757712,249.196693942766,25.4507330341479,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.537848101265823,194.185950014769,142.112580766167,246.259319263372,23.9290408476103,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.545822784810127,194.522534409495,144.280967438529,244.764101380461,23.087280996869,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.55379746835443,194.833194197505,145.239496002762,244.426892392248,22.7895687759424,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.561772151898734,195.208910277323,145.544097084261,244.873723470385,22.8222479308388,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.569746835443038,195.60693829133,145.4124578989,245.80141868376,23.0656435134986,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.577721518987342,195.95984953243,144.947785682165,246.971913382695,23.441343957721,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.585696202531646,196.200215293528,144.235855978573,248.164574608484,23.8789480037505,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.593670886075949,196.39419265472,143.508257601273,249.280127708167,24.3024355523523,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.601645569620253,197.208069726496,143.326038603227,251.090100849764,24.7601670931925,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.609620253164557,198.195975899019,142.707278375619,253.684673422418,25.49847126809,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.617594936708861,198.699743503731,141.463367213444,255.936119794017,26.3015742208042,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.625569620253165,198.630701005296,140.634401083424,256.627000927167,26.6507785047531,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
