date,median,var,0.95_low,0.95_high,0.5_low,0.5_high
2021-06-16,0.8534211,Gamma,0.84154445,0.8642417,0.8494142,0.8571682
2021-06-17,0.84791005,Gamma,0.8356641,0.85895723,0.84373164,0.8516334
2021-06-18,0.84233314,Gamma,0.82983243,0.8535567,0.83812547,0.84614974
2021-06-19,0.83680797,Gamma,0.8240442,0.8482106,0.832483,0.84071785
2021-06-20,0.83129895,Gamma,0.81829613,0.8430354,0.8268898,0.8352743
2021-06-21,0.8258413,Gamma,0.81257963,0.83795017,0.82136035,0.82989556
2021-06-22,0.8204386,Gamma,0.8069668,0.8327942,0.8157587,0.82469493
2021-06-23,0.8150648,Gamma,0.8013078,0.82778037,0.8102387,0.8193462
2021-06-24,0.8097384,Gamma,0.79554754,0.822714,0.8047642,0.8140409
2021-06-25,0.8043908,Gamma,0.78994,0.81768936,0.7993723,0.8087745
2021-06-26,0.79908794,Gamma,0.784521,0.81285894,0.79395056,0.8036097
2021-06-27,0.79379,Gamma,0.7789514,0.8079991,0.788647,0.7983888
2021-06-28,0.7884757,Gamma,0.77361786,0.803158,0.78331673,0.7933141
2021-06-29,0.7832006,Gamma,0.7680319,0.7983369,0.7780672,0.78821176
2021-06-30,0.7780559,Gamma,0.76268595,0.7933025,0.7727526,0.7831334
2021-07-01,0.7729325,Gamma,0.757216,0.7886811,0.76752436,0.7781627
2021-07-02,0.76783675,Gamma,0.75173247,0.78387016,0.7623027,0.7732347
2021-07-03,0.7627803,Gamma,0.7462915,0.7789559,0.7571218,0.7682835
2021-07-04,0.7577236,Gamma,0.74102616,0.77406543,0.7521014,0.7633375
2021-07-05,0.75272155,Gamma,0.73577774,0.7692681,0.7469748,0.7583784
2021-07-06,0.74776363,Gamma,0.73061514,0.7644875,0.74178314,0.75351053
2021-07-07,0.7429142,Gamma,0.7254977,0.75991213,0.7367469,0.748627
2021-07-08,0.7380646,Gamma,0.7203759,0.7554294,0.7318937,0.74392736
2021-07-09,0.73317796,Gamma,0.7150869,0.75097305,0.7270102,0.73917115
2021-07-10,0.7283648,Gamma,0.70983666,0.746543,0.72208804,0.7344774
2021-07-11,0.72360235,Gamma,0.7048126,0.7419885,0.7171558,0.7297896
2021-07-12,0.7189278,Gamma,0.6998416,0.7373982,0.712281,0.72511005
2021-07-13,0.714209,Gamma,0.6949107,0.7328276,0.7074741,0.7203893
2021-07-14,0.7095468,Gamma,0.69001764,0.72828287,0.7027023,0.7157711
2021-07-15,0.7049123,Gamma,0.68515897,0.72382534,0.69800025,0.71121943
2021-07-16,0.7002532,Gamma,0.68033457,0.7194461,0.6933462,0.7067066
2021-07-17,0.69560325,Gamma,0.67554027,0.71509326,0.6887427,0.70216507
2021-07-18,0.6909839,Gamma,0.67071223,0.71077454,0.6840651,0.69769996
2021-07-19,0.68638587,Gamma,0.66605437,0.70653886,0.67943496,0.693252
2021-07-20,0.68183744,Gamma,0.6612939,0.70232844,0.67482024,0.68876946
2021-07-21,0.67729855,Gamma,0.6565132,0.6980979,0.67025983,0.684366
2021-07-22,0.6727445,Gamma,0.6517671,0.69380915,0.6656877,0.680024
2021-07-23,0.6743028,Gamma,0.65370053,0.6944376,0.667283,0.6811111
2021-07-24,0.6757904,Gamma,0.655694,0.6954536,0.668906,0.6820636
2021-07-25,0.67713135,Gamma,0.65759236,0.6962988,0.6706184,0.68303406
2021-07-26,0.67845494,Gamma,0.6597482,0.69696164,0.6721064,0.6840562
2021-07-27,0.6799122,Gamma,0.6616738,0.69756806,0.6737397,0.68521243
2021-07-28,0.68141305,Gamma,0.66379434,0.6983661,0.67546356,0.6866116
2021-07-29,0.6827333,Gamma,0.66530126,0.699218,0.6769527,0.68792725
2021-07-30,0.683949,Gamma,0.66704816,0.7006237,0.6785225,0.68907833
2021-07-31,0.68523717,Gamma,0.6688205,0.7018976,0.67993987,0.6905412
2021-08-01,0.68680954,Gamma,0.6706958,0.70294106,0.6815084,0.69196045
2021-08-02,0.6880554,Gamma,0.67216885,0.7043338,0.682773,0.69331646
2021-08-03,0.6894639,Gamma,0.673338,0.70538497,0.6840374,0.6947832
2021-08-04,0.69095415,Gamma,0.6753662,0.70678645,0.68533003,0.6964691
2021-08-05,0.692281,Gamma,0.67672163,0.7085701,0.686899,0.69804347
2021-08-06,0.6936784,Gamma,0.6779712,0.71030617,0.6879751,0.6996196
2021-08-07,0.69515467,Gamma,0.67931175,0.7124377,0.68918645,0.70116436
2021-08-08,0.69670874,Gamma,0.68032044,0.7141206,0.6904955,0.70269215
2021-08-09,0.697895,Gamma,0.6811516,0.7161805,0.6916995,0.70434844
2021-08-10,0.69937646,Gamma,0.6818464,0.7180697,0.6930422,0.70584005
2021-08-11,0.7008469,Gamma,0.682464,0.720089,0.69423854,0.7075388
2021-08-12,0.70236444,Gamma,0.68320733,0.7224245,0.69545305,0.7091757
2021-08-13,0.7038384,Gamma,0.6836743,0.7246213,0.6965457,0.71091336
2021-08-14,0.70531064,Gamma,0.6849731,0.7269023,0.69773614,0.7126069
2021-08-15,0.7068063,Gamma,0.6856417,0.7291722,0.6989052,0.71434593
2021-08-16,0.7082126,Gamma,0.6862635,0.7313084,0.7000134,0.71635455
2021-08-17,0.7094668,Gamma,0.6864799,0.73377323,0.7010416,0.7179886
2021-08-18,0.7109355,Gamma,0.68684894,0.7360971,0.7021121,0.7196075
2021-08-19,0.7123947,Gamma,0.68751454,0.7384963,0.70330703,0.72132254
2021-08-20,0.7138847,Gamma,0.68773663,0.7409268,0.7043977,0.7230967
2021-08-21,0.7154981,Gamma,0.68795186,0.7433453,0.70547295,0.72483075
2021-08-22,0.71701676,Gamma,0.6884562,0.7457707,0.70674264,0.7269045
2021-08-23,0.7183937,Gamma,0.6888095,0.7480659,0.70800567,0.72855604
2021-08-24,0.71983486,Gamma,0.68909436,0.7504651,0.70901954,0.73015535
2021-08-25,0.72116315,Gamma,0.689803,0.7531093,0.710164,0.7319254
2021-08-26,0.7225215,Gamma,0.69072294,0.75600845,0.7113242,0.7337959
2021-08-27,0.72398365,Gamma,0.69122475,0.7589289,0.7125164,0.73581433
2021-08-28,0.7253996,Gamma,0.69145834,0.76173955,0.71373016,0.73754954
2021-08-29,0.7267494,Gamma,0.69169205,0.7641757,0.71498877,0.73947346
2021-08-30,0.7281639,Gamma,0.6919258,0.76661754,0.7161987,0.7413899
2021-08-31,0.7295743,Gamma,0.6921226,0.76906717,0.71731174,0.743382
2021-09-01,0.730926,Gamma,0.6923836,0.7715803,0.71831524,0.7453967
2021-09-02,0.7323018,Gamma,0.6927755,0.774491,0.7192491,0.7473556
2021-09-03,0.73380625,Gamma,0.6934656,0.77708274,0.7200985,0.7491319
2021-09-04,0.7353313,Gamma,0.6941628,0.77971107,0.72106427,0.7511028
2021-09-05,0.7368034,Gamma,0.69476557,0.78259575,0.7223655,0.7531344
2021-09-06,0.73829633,Gamma,0.69511217,0.7857398,0.7236445,0.7549593
2021-09-07,0.73967916,Gamma,0.6956191,0.78898835,0.72464913,0.7570604
2021-09-08,0.7411203,Gamma,0.6956638,0.7920786,0.72557443,0.7591734
2021-09-09,0.742463,Gamma,0.69582736,0.7953392,0.7266532,0.76114917
2021-09-10,0.7441695,Gamma,0.69658655,0.7978689,0.7274756,0.7631841
2021-03-20,1.3108557,Mu,1.2084267,1.4180279,1.2727661,1.3460064
2021-03-21,1.3073888,Mu,1.2074848,1.4122642,1.2699299,1.3420196
2021-03-22,1.3039043,Mu,1.2059468,1.4065241,1.2675598,1.3380864
2021-03-23,1.3005381,Mu,1.2040572,1.4007926,1.2649833,1.3340552
2021-03-24,1.2971293,Mu,1.2028716,1.395078,1.2625782,1.3296628
2021-03-25,1.2938687,Mu,1.2015475,1.3893865,1.2600186,1.3256105
2021-03-26,1.2903676,Mu,1.199961,1.3835335,1.2574222,1.32162
2021-03-27,1.2870221,Mu,1.1982883,1.37809,1.2550395,1.3178525
2021-03-28,1.2837902,Mu,1.1970397,1.3724847,1.2523191,1.3138882
2021-03-29,1.2806771,Mu,1.1965191,1.3668939,1.2498877,1.3097453
2021-03-30,1.2774472,Mu,1.1958176,1.3613888,1.2472372,1.3059225
2021-03-31,1.2738507,Mu,1.1937242,1.355805,1.2445743,1.3021758
2021-04-01,1.270468,Mu,1.1928743,1.3515793,1.2417485,1.2984645
2021-04-02,1.2673001,Mu,1.1911821,1.3463575,1.2390568,1.2947345
2021-04-03,1.2639165,Mu,1.188548,1.3411144,1.2363734,1.290736
2021-04-04,1.2607374,Mu,1.186365,1.3358877,1.2337683,1.2869642
2021-04-05,1.2576358,Mu,1.1857228,1.3303388,1.2312052,1.282547
2021-04-06,1.2545619,Mu,1.1851035,1.3255233,1.2284031,1.2787004
2021-04-07,1.2514327,Mu,1.1841063,1.3205746,1.2259753,1.2746828
2021-04-08,1.2484778,Mu,1.1825088,1.3166403,1.2234284,1.2706072
2021-04-09,1.2449954,Mu,1.1807792,1.311811,1.2208862,1.2670012
2021-04-10,1.2418829,Mu,1.1792808,1.3058709,1.2186154,1.2629497
2021-04-11,1.2385454,Mu,1.1774479,1.3000481,1.2162709,1.2589039
2021-04-12,1.2352858,Mu,1.1756216,1.2950306,1.2135273,1.2552675
2021-04-13,1.2320973,Mu,1.173749,1.2907362,1.210845,1.2514251
2021-04-14,1.2287289,Mu,1.172187,1.2862291,1.2082303,1.2476846
2021-04-15,1.2256074,Mu,1.1701612,1.2803817,1.2055618,1.2443845
2021-04-16,1.2222304,Mu,1.1684501,1.2764616,1.2030746,1.2406458
2021-04-17,1.2190118,Mu,1.1670566,1.2724985,1.2005256,1.236729
2021-04-18,1.2158635,Mu,1.165309,1.2667463,1.1982193,1.2335036
2021-04-19,1.2129327,Mu,1.163258,1.262411,1.195838,1.2295924
2021-04-20,1.2099845,Mu,1.1611265,1.2580374,1.193074,1.2260475
2021-04-21,1.2067965,Mu,1.1590171,1.2541837,1.1899614,1.2227091
2021-04-22,1.2035308,Mu,1.1569115,1.2502165,1.1873113,1.2192187
2021-04-23,1.2003517,Mu,1.1548097,1.2461393,1.1846111,1.2159069
2021-04-24,1.1969976,Mu,1.1537576,1.2425497,1.1821064,1.212403
2021-04-25,1.1938639,Mu,1.1516808,1.2387164,1.1798,1.2087682
2021-04-26,1.190598,Mu,1.149074,1.2343099,1.1775584,1.2052733
2021-04-27,1.1876459,Mu,1.1466784,1.2314179,1.1749315,1.2019355
2021-04-28,1.1847484,Mu,1.1443319,1.2278869,1.1719576,1.1989284
2021-04-29,1.1814852,Mu,1.1421592,1.2238513,1.1690234,1.1953557
2021-04-30,1.1787041,Mu,1.1393871,1.2195904,1.1660006,1.1921642
2021-05-01,1.1757121,Mu,1.1380773,1.2162377,1.1633538,1.1887434
2021-05-02,1.1727636,Mu,1.1354245,1.2129487,1.1607367,1.1852503
2021-05-03,1.1699903,Mu,1.1332353,1.2093823,1.1578271,1.182111
2021-05-04,1.1670609,Mu,1.1303359,1.2063897,1.1551335,1.1788499
2021-05-05,1.1641594,Mu,1.1283247,1.2034814,1.1521931,1.1757449
2021-05-06,1.1608278,Mu,1.1255633,1.2004251,1.1492714,1.1725216
2021-05-07,1.157735,Mu,1.1217993,1.1972939,1.1467209,1.1697658
2021-05-08,1.1547158,Mu,1.1184967,1.1935639,1.1438038,1.1664562
2021-05-09,1.1517737,Mu,1.1157808,1.1908094,1.1408808,1.1636715
2021-05-10,1.1485558,Mu,1.1135628,1.1877629,1.1377214,1.160593
2021-05-11,1.1456838,Mu,1.1099625,1.1839952,1.1345712,1.1577435
2021-05-12,1.1428792,Mu,1.1073406,1.1810267,1.1312423,1.1548703
2021-05-13,1.1399878,Mu,1.104136,1.1778697,1.1281636,1.1519971
2021-05-14,1.1374304,Mu,1.101027,1.1760002,1.125067,1.1494337
2021-05-15,1.1346264,Mu,1.096767,1.1739175,1.1218923,1.1463646
2021-05-16,1.1298764,Mu,1.09116,1.1691177,1.1167722,1.1416705
2021-05-17,1.1208775,Mu,1.0827025,1.1587638,1.1082852,1.1321243
2021-05-18,1.1120267,Mu,1.0744915,1.1485268,1.0997162,1.122679
2021-05-19,1.103281,Mu,1.0665237,1.1386276,1.091041,1.1134133
2021-05-20,1.0943478,Mu,1.0588677,1.1288136,1.0824544,1.1042858
2021-05-21,1.0856547,Mu,1.0512685,1.1192733,1.0739981,1.0953312
2021-05-22,1.0769851,Mu,1.0434854,1.1098288,1.0657086,1.0864742
2021-05-23,1.0681093,Mu,1.035677,1.1004575,1.0573072,1.0775828
2021-05-24,1.0593317,Mu,1.0275469,1.091158,1.0491958,1.0688674
2021-05-25,1.0508683,Mu,1.020241,1.0816214,1.0410949,1.0602682
2021-05-26,1.0423098,Mu,1.0127878,1.0725498,1.0326703,1.0515324
2021-05-27,1.0337796,Mu,1.0051407,1.0637481,1.024469,1.0430101
2021-05-28,1.0256104,Mu,0.99775517,1.0547324,1.0162368,1.0347022
2021-05-29,1.0174727,Mu,0.9900157,1.045685,1.0081602,1.0264186
2021-05-30,1.0092592,Mu,0.9825316,1.036718,1.0002351,1.0183696
2021-05-31,1.0011445,Mu,0.9744683,1.0278233,0.99218005,1.0101328
2021-06-01,0.9931518,Mu,0.9668334,1.0192978,0.98427725,1.0020449
2021-06-02,0.985203,Mu,0.9596657,1.0109941,0.97635484,0.99410415
2021-06-03,0.97745764,Mu,0.95172924,1.0027862,0.96854544,0.98625046
2021-06-04,0.9696833,Mu,0.9441084,0.9945613,0.96089745,0.97840333
2021-06-05,0.9617127,Mu,0.93637604,0.98619705,0.95330775,0.9706323
2021-06-06,0.95401907,Mu,0.92811906,0.9785812,0.9455751,0.96274
2021-06-07,0.94630134,Mu,0.9200671,0.96982205,0.9379704,0.95497394
2021-06-08,0.93868905,Mu,0.9124277,0.9618673,0.9304195,0.94733226
2021-06-09,0.9311544,Mu,0.90497315,0.95406353,0.9231274,0.9398078
2021-06-10,0.9236256,Mu,0.8979575,0.94677055,0.91557354,0.9322928
2021-06-11,0.91622245,Mu,0.8909232,0.9395389,0.9082163,0.9249059
2021-06-12,0.90902483,Mu,0.8836551,0.9326138,0.90101004,0.91765034
2021-06-13,0.9018371,Mu,0.87620074,0.92560786,0.89376557,0.9102485
2021-06-14,0.8946738,Mu,0.8690576,0.91838425,0.88645434,0.90311
2021-06-15,0.8872441,Mu,0.86173,0.91105574,0.8791151,0.89602524
2021-06-16,0.8800346,Mu,0.85434616,0.90395564,0.871909,0.8887364
2021-06-17,0.8729153,Mu,0.84680855,0.896771,0.8648559,0.88159686
2021-06-18,0.8658225,Mu,0.83954424,0.88939327,0.8575824,0.8746522
2021-06-19,0.85876006,Mu,0.83271843,0.88251686,0.85054344,0.8678763
2021-06-20,0.85186327,Mu,0.82558024,0.8761998,0.84368515,0.86114204
2021-06-21,0.84513974,Mu,0.81881005,0.86973464,0.83670473,0.85444003
2021-06-22,0.8383374,Mu,0.811536,0.863218,0.8298073,0.8477397
2021-06-23,0.83157,Mu,0.804718,0.8573923,0.8229681,0.8411708
2021-06-24,0.82484853,Mu,0.7984535,0.8512045,0.81613886,0.8347348
2021-06-25,0.8181504,Mu,0.79200554,0.8448649,0.809355,0.8283003
2021-06-26,0.81154233,Mu,0.7853631,0.8386575,0.8027376,0.821818
2021-06-27,0.80507565,Mu,0.77813244,0.8329465,0.79608786,0.81543756
2021-06-28,0.79863566,Mu,0.7712862,0.82736117,0.78951037,0.80905735
2021-06-29,0.7922958,Mu,0.764657,0.8214878,0.783084,0.8027224
2021-06-30,0.7859868,Mu,0.75784475,0.81531805,0.77660036,0.7966067
2021-07-01,0.77953863,Mu,0.75110555,0.8095147,0.7700454,0.79042274
2021-07-02,0.7732346,Mu,0.7444941,0.8038995,0.76361763,0.7841942
2021-07-03,0.76695573,Mu,0.7379408,0.7980283,0.7572896,0.77832675
2021-07-04,0.7608534,Mu,0.7312795,0.7919789,0.751018,0.7722741
2021-07-05,0.7547317,Mu,0.724895,0.7860482,0.74480695,0.76618516
2021-07-06,0.7487656,Mu,0.7186252,0.7806137,0.73856795,0.7603053
2021-07-07,0.7428292,Mu,0.7118982,0.77487004,0.7323281,0.7545558
2021-07-08,0.7368436,Mu,0.7054638,0.76929075,0.7264309,0.7486263
2021-07-09,0.7309246,Mu,0.6991697,0.76376814,0.7204348,0.7427635
2021-07-10,0.7250501,Mu,0.6929499,0.75835687,0.7144506,0.7371228
2021-07-11,0.71925247,Mu,0.68707234,0.7525517,0.7085562,0.7314484
2021-07-12,0.71355927,Mu,0.68077517,0.7472449,0.702689,0.72596633
2021-07-13,0.7078182,Mu,0.67488414,0.7418484,0.6968247,0.7204244
2021-07-14,0.70208925,Mu,0.66899765,0.73660743,0.69090414,0.7147647
2021-07-15,0.69629526,Mu,0.66293097,0.73141086,0.68527,0.7093434
2021-07-16,0.6905639,Mu,0.6569194,0.7262422,0.6795743,0.7036892
2021-07-17,0.68511826,Mu,0.65096235,0.7211222,0.67384875,0.6981272
2021-07-18,0.6797077,Mu,0.6450643,0.71606535,0.66811454,0.69276994
2021-07-19,0.67415917,Mu,0.63932854,0.7109697,0.6625427,0.6874489
2021-07-20,0.66882133,Mu,0.6338384,0.7059676,0.6570732,0.68225396
2021-07-21,0.66340077,Mu,0.6283986,0.7009888,0.6516437,0.6770157
2021-07-22,0.6580594,Mu,0.62300694,0.6960451,0.6463314,0.6719946
2021-07-23,0.6586385,Mu,0.6238368,0.6955804,0.6468972,0.67186654
2021-07-24,0.6589795,Mu,0.62532914,0.6957143,0.64791083,0.6719842
2021-07-25,0.65929437,Mu,0.625945,0.69533646,0.64868015,0.67226994
2021-07-26,0.6601196,Mu,0.6270177,0.69415045,0.64906716,0.6720896
2021-07-27,0.6608499,Mu,0.62793577,0.69430536,0.6495222,0.6725074
2021-07-28,0.66134375,Mu,0.6292021,0.6938904,0.649718,0.67265046
2021-07-29,0.6617558,Mu,0.6298499,0.6948756,0.6500641,0.673131
2021-07-30,0.66252244,Mu,0.63048303,0.6959395,0.65079415,0.67333865
2021-07-31,0.662866,Mu,0.6304922,0.696032,0.65148157,0.67365646
2021-08-01,0.6633769,Mu,0.631209,0.6971591,0.6521377,0.6745496
2021-08-02,0.6638765,Mu,0.6305107,0.6982956,0.652563,0.67546713
2021-08-03,0.6639152,Mu,0.63122225,0.6986257,0.6526955,0.67592686
2021-01-01,0.74407035,B1,0.7170053,0.7733527,0.734885,0.7545228
2021-01-02,0.7502471,B1,0.7235504,0.7792711,0.7412224,0.76062274
2021-01-03,0.7564884,B1,0.7301791,0.7852335,0.7476187,0.76673543
2021-01-04,0.76287687,B1,0.73692507,0.79124075,0.7540747,0.7729696
2021-01-05,0.76932967,B1,0.74363273,0.79728425,0.76054776,0.77920246
2021-01-06,0.7757654,B1,0.7504015,0.8034014,0.76711315,0.7855329
2021-01-07,0.78230333,B1,0.75723183,0.80950916,0.77370536,0.7918554
2021-01-08,0.7888945,B1,0.7641244,0.81561756,0.78041065,0.79822916
2021-01-09,0.79550505,B1,0.77112114,0.821772,0.78711164,0.8047105
2021-01-10,0.802189,B1,0.77816516,0.8279711,0.7938634,0.81128067
2021-01-11,0.8088888,B1,0.785292,0.83421624,0.80070794,0.8178512
2021-01-12,0.815652,B1,0.7924843,0.84050846,0.80763805,0.82444704
2021-01-13,0.8225031,B1,0.79973567,0.8468464,0.814614,0.8310446
2021-01-14,0.8293717,B1,0.8070685,0.85323054,0.8216636,0.8377123
2021-01-15,0.8363334,B1,0.8145077,0.8596707,0.8286587,0.84450495
2021-01-16,0.8433324,B1,0.821985,0.8661558,0.8358395,0.85132146
2021-01-17,0.85037154,B1,0.8294495,0.87268895,0.8430774,0.85818994
2021-01-18,0.8575201,B1,0.83705395,0.8793009,0.8502419,0.8651235
2021-01-19,0.8646743,B1,0.8447899,0.885971,0.8576698,0.872074
2021-01-20,0.8718986,B1,0.8524928,0.8925833,0.8651272,0.87907356
2021-01-21,0.8792197,B1,0.8602588,0.8993938,0.8726353,0.88623744
2021-01-22,0.88656646,B1,0.8681361,0.9062037,0.8801874,0.8933923
2021-01-23,0.89399534,B1,0.8760855,0.91293585,0.887648,0.9005486
2021-01-24,0.9015217,B1,0.88397604,0.91987526,0.8952287,0.90788686
2021-01-25,0.90902495,B1,0.8918525,0.92687035,0.9029468,0.91533613
2021-01-26,0.9165429,B1,0.90005445,0.934002,0.91069114,0.9227886
2021-01-27,0.9241186,B1,0.90818423,0.94119054,0.91852796,0.9302689
2021-01-28,0.93183744,B1,0.9164165,0.94835854,0.92644274,0.93772906
2021-01-29,0.93957794,B1,0.9247835,0.9555082,0.93445307,0.94534624
2021-01-30,0.94747835,B1,0.9331413,0.96281576,0.9425866,0.95305204
2021-01-31,0.9553741,B1,0.9412961,0.97011477,0.950707,0.9607972
2021-02-01,0.9633731,B1,0.94999737,0.97767705,0.95886254,0.96858174
2021-02-02,0.97147304,B1,0.9585419,0.9851634,0.9671242,0.97645676
2021-02-03,0.979689,B1,0.9670595,0.9927812,0.97540957,0.9844189
2021-02-04,0.98789966,B1,0.9756493,1.0004884,0.9837288,0.99248827
2021-02-05,0.9962268,B1,0.98447084,1.0084614,0.99205357,1.0006646
2021-02-06,1.0046525,B1,0.9931613,1.0164238,1.0005,1.0088692
2021-02-07,1.0131164,B1,1.0018771,1.0245821,1.0089667,1.0171428
2021-02-08,1.0215108,B1,1.0106326,1.0323648,1.0175304,1.0254085
2021-02-09,1.0301528,B1,1.0193361,1.0404855,1.0262874,1.0337768
2021-02-10,1.0387998,B1,1.0279869,1.0490055,1.0349549,1.0422387
2021-02-11,1.047355,B1,1.0368693,1.0573965,1.0437058,1.0507548
2021-02-12,1.0560796,B1,1.0458387,1.066053,1.0525615,1.0595462
2021-02-13,1.0648055,B1,1.054752,1.0747372,1.0613905,1.0683386
2021-02-14,1.0738356,B1,1.0635638,1.083553,1.0703694,1.077178
2021-02-15,1.0828767,B1,1.0725485,1.0925044,1.0793343,1.0861616
2021-02-16,1.0918132,B1,1.0815183,1.1015105,1.0883758,1.0951877
2021-02-17,1.1008251,B1,1.0903134,1.1106279,1.0974193,1.104242
2021-02-18,1.1099744,B1,1.0995846,1.1199499,1.106531,1.1136494
2021-02-19,1.1193333,B1,1.1085504,1.1295253,1.1156837,1.1230412
2021-02-20,1.1287427,B1,1.1174798,1.1392193,1.1247554,1.1325049
2021-02-21,1.1380937,B1,1.1265188,1.1489762,1.1339227,1.1420659
2021-02-22,1.1476082,B1,1.1355578,1.1591308,1.1432229,1.1517969
2021-02-23,1.1571859,B1,1.1445887,1.1694773,1.1526182,1.161664
2021-02-24,1.1669278,B1,1.1535523,1.179868,1.1620576,1.1715171
2021-02-25,1.1766329,B1,1.1625059,1.1902503,1.171622,1.1816006
2021-02-26,1.1864829,B1,1.1716657,1.2007864,1.1810758,1.1917465
2021-02-27,1.1964011,B1,1.1807406,1.2112209,1.1907337,1.2020457
2021-02-28,1.2064803,B1,1.1902642,1.2218614,1.2004441,1.2123556
2021-03-01,1.2165589,B1,1.1997101,1.23274,1.2101252,1.2228358
2021-03-02,1.2266073,B1,1.2088552,1.2438662,1.2200563,1.2332524
2021-03-03,1.2367711,B1,1.2181822,1.2553684,1.2300173,1.2438765
2021-03-04,1.2470403,B1,1.2276777,1.2666537,1.2401063,1.2544682
2021-03-05,1.2574815,B1,1.2371796,1.2784078,1.2501363,1.2652322
2021-03-06,1.2680086,B1,1.2467742,1.2901826,1.2602439,1.2760674
2021-03-07,1.2786303,B1,1.2564316,1.3019657,1.2704015,1.2870975
2021-03-08,1.2894335,B1,1.2660826,1.3139104,1.2806563,1.2982037
2021-03-09,1.3002408,B1,1.2757492,1.3256098,1.2910206,1.309201
2021-03-10,1.3029448,B1,1.2783718,1.3282105,1.2937458,1.3118876
2021-03-11,1.3015809,B1,1.2773892,1.326333,1.2926005,1.3104676
2021-03-12,1.30027,B1,1.276546,1.3245716,1.2914125,1.3090687
2021-03-13,1.2989132,B1,1.2757109,1.3228246,1.2902362,1.3076344
2021-03-14,1.2975773,B1,1.2748764,1.3210477,1.2891154,1.3061414
2021-03-15,1.2962397,B1,1.2740417,1.3191278,1.2879455,1.304544
2021-03-16,1.2948668,B1,1.2731498,1.317391,1.2867061,1.3029261
2021-03-17,1.2934778,B1,1.2722586,1.3156365,1.2855488,1.3014196
2021-03-18,1.2921274,B1,1.271315,1.3138247,1.2843491,1.2998931
2021-03-19,1.2907722,B1,1.2701657,1.3118551,1.2831469,1.2984228
2021-03-20,1.2894359,B1,1.2691312,1.3099622,1.2819781,1.2968531
2021-03-21,1.2880726,B1,1.2683835,1.3080726,1.2807821,1.295345
2021-03-22,1.2867074,B1,1.2674288,1.3061811,1.2795874,1.2938293
2021-03-23,1.2853099,B1,1.2663757,1.304212,1.2783678,1.2922615
2021-03-24,1.2839801,B1,1.265324,1.302246,1.2771939,1.2907088
2021-03-25,1.2826651,B1,1.2645555,1.3002831,1.2760348,1.2891977
2021-03-26,1.2812762,B1,1.2637405,1.2984198,1.274832,1.2876592
2021-03-27,1.2798934,B1,1.2627038,1.2966292,1.2736676,1.2861515
2021-03-28,1.2785857,B1,1.261668,1.2948396,1.272562,1.2845846
2021-03-29,1.2772427,B1,1.2606679,1.2929819,1.2714144,1.2830697
2021-03-30,1.2758964,B1,1.2599492,1.2912083,1.2702762,1.2815689
2021-03-31,1.2745128,B1,1.259177,1.2893674,1.2690778,1.2800003
2021-04-01,1.2731726,B1,1.2584586,1.2876506,1.267921,1.2786229
2021-04-02,1.2717777,B1,1.2577453,1.2858793,1.2667344,1.2772046
2021-04-03,1.2704769,B1,1.2569982,1.2841097,1.2655686,1.2756383
2021-04-04,1.2691591,B1,1.255993,1.2823426,1.2644006,1.2741348
2021-04-05,1.2678393,B1,1.254993,1.2805961,1.2632577,1.2726767
2021-04-06,1.2664864,B1,1.2539097,1.2788751,1.2621219,1.2711678
2021-04-07,1.2651618,B1,1.252789,1.2772235,1.2610015,1.2696793
2021-04-08,1.263834,B1,1.2519966,1.2757373,1.2598581,1.2681856
2021-04-09,1.2624936,B1,1.251002,1.2739077,1.2586999,1.2667227
2021-04-10,1.2611988,B1,1.2500007,1.2723439,1.2576008,1.265198
2021-04-11,1.2599006,B1,1.2490199,1.270918,1.2563865,1.2636778
2021-04-12,1.2586,B1,1.2479355,1.2694373,1.2551465,1.262229
2021-04-13,1.2572575,B1,1.246809,1.2677906,1.2539814,1.2606921
2021-04-14,1.2559495,B1,1.2458894,1.2660607,1.2527288,1.2591923
2021-04-15,1.2546593,B1,1.2449746,1.2643622,1.2515664,1.2577384
2021-04-16,1.253269,B1,1.2440152,1.2625977,1.2503967,1.2562925
2021-04-17,1.2519472,B1,1.242961,1.2607291,1.2491701,1.2548774
2021-04-18,1.2506909,B1,1.241895,1.2591329,1.2479467,1.253502
2021-04-19,1.2494221,B1,1.2406888,1.2576228,1.2467458,1.2521274
2021-04-20,1.248096,B1,1.2396832,1.2561557,1.2455409,1.2507293
2021-04-21,1.2467833,B1,1.2387705,1.254691,1.244266,1.2494091
2021-04-22,1.245473,B1,1.2377641,1.253181,1.2430099,1.2481256
2021-04-23,1.2442021,B1,1.236424,1.2519087,1.2417325,1.2468315
2021-04-24,1.242864,B1,1.2352725,1.2505183,1.2404239,1.2455301
2021-04-25,1.2415934,B1,1.2339544,1.2490883,1.239126,1.2442037
2021-04-26,1.2402735,B1,1.2326826,1.2478698,1.2377737,1.2428873
2021-04-27,1.2389305,B1,1.23136,1.246701,1.2363118,1.2416389
2021-04-28,1.2376096,B1,1.2300541,1.2453122,1.2350547,1.2403688
2021-04-29,1.2363364,B1,1.228781,1.2441207,1.2336682,1.2390848
2021-04-30,1.235029,B1,1.2272367,1.2431377,1.2322841,1.2379
2021-05-01,1.2336991,B1,1.225833,1.2418003,1.2310076,1.2366357
