date,median,var,0.95_low,0.95_high,0.5_low,0.5_high
2021-08-22,0.78482145,Lambda,0.75309086,0.8159915,0.77362454,0.79548156
2021-08-23,0.7853327,Lambda,0.7526675,0.81771153,0.7739941,0.79672104
2021-08-24,0.7863755,Lambda,0.75228137,0.8189447,0.77430314,0.79801553
2021-08-25,0.78728956,Lambda,0.7520882,0.82015806,0.77495366,0.7990438
2021-08-26,0.7880643,Lambda,0.75149447,0.82135415,0.7752044,0.800351
2021-08-27,0.78904,Lambda,0.7507302,0.82345396,0.775627,0.8014771
2021-08-28,0.7898018,Lambda,0.7502602,0.82503283,0.776157,0.80260926
2021-08-29,0.79055154,Lambda,0.7503626,0.8265393,0.7765101,0.80366415
2021-02-01,0.5332451,Delta,0.5112463,0.5573087,0.5257372,0.5409415
2021-02-02,0.5375932,Delta,0.5161039,0.5611959,0.53033525,0.54518944
2021-02-03,0.54201645,Delta,0.52090013,0.5649612,0.5348016,0.54937685
2021-02-04,0.5465281,Delta,0.5257151,0.5688278,0.53942466,0.553694
2021-02-05,0.5510009,Delta,0.53078955,0.572723,0.54405266,0.5579041
2021-02-06,0.5554991,Delta,0.53577036,0.57677215,0.5486698,0.5621841
2021-02-07,0.55998886,Delta,0.54071873,0.5808179,0.5533448,0.5666301
2021-02-08,0.56463325,Delta,0.5458774,0.58483374,0.5580493,0.5710507
2021-02-09,0.5692585,Delta,0.55095834,0.5888466,0.5628388,0.5755644
2021-02-10,0.57405305,Delta,0.55605024,0.592841,0.56754285,0.58015084
2021-02-11,0.5787692,Delta,0.5611799,0.5969797,0.5724942,0.58472407
2021-02-12,0.5835363,Delta,0.56629676,0.60114557,0.5774061,0.5893144
2021-02-13,0.58824253,Delta,0.5715542,0.60523295,0.58231413,0.59397155
2021-02-14,0.5929415,Delta,0.5768581,0.60951936,0.5872566,0.59872746
2021-02-15,0.59783846,Delta,0.58228725,0.6139012,0.59208214,0.6034685
2021-02-16,0.60281,Delta,0.58767456,0.6179843,0.5971397,0.6082021
2021-02-17,0.6077506,Delta,0.5932247,0.6225583,0.60219,0.6130624
2021-02-18,0.6127572,Delta,0.5985112,0.62731236,0.6073693,0.61792374
2021-02-19,0.6176859,Delta,0.60398835,0.6321017,0.6126593,0.6228682
2021-02-20,0.6227466,Delta,0.6093509,0.6368794,0.61788344,0.62780607
2021-02-21,0.6278341,Delta,0.61500144,0.64178395,0.6231191,0.6327451
2021-02-22,0.6330266,Delta,0.62041646,0.6463967,0.6283454,0.6378402
2021-02-23,0.6382767,Delta,0.62601346,0.6513993,0.6336121,0.6429633
2021-02-24,0.6433989,Delta,0.63124603,0.6561226,0.63884854,0.64803594
2021-02-25,0.64866304,Delta,0.6364166,0.6610105,0.64417136,0.6533142
2021-02-26,0.6539412,Delta,0.6420821,0.66650116,0.64959323,0.65852135
2021-02-27,0.65935403,Delta,0.6475209,0.67146444,0.65501225,0.6636909
2021-02-28,0.6646906,Delta,0.6531388,0.67648256,0.6605898,0.66913533
2021-03-01,0.67017794,Delta,0.65854686,0.6818861,0.6661662,0.6746832
2021-06-18,1.2670609,Delta,1.2566128,1.27834,1.2632432,1.270688
2021-06-19,1.2593122,Delta,1.2490644,1.27004,1.255569,1.2628465
2021-06-20,1.2515683,Delta,1.2416693,1.2620919,1.247809,1.2551955
2021-06-21,1.2439623,Delta,1.2341595,1.2546122,1.2402705,1.2475036
2021-06-22,1.2363005,Delta,1.2266393,1.2469015,1.2326708,1.2398739
2021-06-23,1.2287611,Delta,1.2191678,1.2391856,1.2251542,1.2321751
2021-06-24,1.2212331,Delta,1.2116612,1.2313844,1.2176987,1.2246883
2021-06-25,1.2138588,Delta,1.2042377,1.2238786,1.2103593,1.2171972
2021-06-26,1.2065377,Delta,1.1965715,1.2165337,1.2029852,1.2097456
2021-06-27,1.1991484,Delta,1.1893024,1.2090933,1.1956594,1.2023786
2021-06-28,1.1917341,Delta,1.1820037,1.2018403,1.1883743,1.1950321
2021-06-29,1.1845127,Delta,1.1747237,1.1944842,1.1809278,1.1876831
2021-06-30,1.1772802,Delta,1.1673717,1.1874673,1.1736752,1.1805236
2021-07-01,1.170079,Delta,1.1600271,1.1803071,1.166499,1.1733025
2021-07-02,1.1629527,Delta,1.1527436,1.173211,1.159294,1.1662357
2021-07-03,1.1558683,Delta,1.1455396,1.1663203,1.1521397,1.1591899
2021-07-04,1.1487968,Delta,1.1384887,1.1594392,1.1450957,1.1522335
2021-07-05,1.1417751,Delta,1.1315582,1.1524899,1.1379435,1.1451538
2021-07-06,1.134788,Delta,1.124202,1.1457406,1.1309402,1.1382539
2021-07-07,1.1277878,Delta,1.1171927,1.1389067,1.124076,1.1313971
2021-07-08,1.1209505,Delta,1.1102002,1.132142,1.1172113,1.1246241
2021-07-09,1.113977,Delta,1.1031384,1.125399,1.1102958,1.1178833
2021-07-10,1.1072192,Delta,1.0961221,1.1187804,1.1035135,1.1111203
2021-07-11,1.1004598,Delta,1.0892628,1.1119366,1.0966301,1.10449
2021-07-12,1.093766,Delta,1.0822455,1.1055033,1.0897565,1.0979388
2021-07-13,1.0871139,Delta,1.0754747,1.0988094,1.0829713,1.0913014
2021-07-14,1.0804391,Delta,1.0684886,1.0923183,1.0762206,1.0847118
2021-07-15,1.073904,Delta,1.0616884,1.0859182,1.0696545,1.0782156
2021-07-16,1.0673571,Delta,1.0549073,1.0798132,1.0630193,1.071711
2021-07-17,1.0608327,Delta,1.0482206,1.0737392,1.0564423,1.0652905
2021-07-18,1.0543628,Delta,1.041314,1.0674088,1.0498341,1.0589621
2021-07-19,1.0478284,Delta,1.0346946,1.0613172,1.0432677,1.0525796
2021-07-20,1.0414432,Delta,1.0279609,1.0550815,1.036742,1.0462201
2021-07-21,1.0351362,Delta,1.0212697,1.0489918,1.0303358,1.0399201
2021-07-22,1.0287687,Delta,1.0146482,1.0428692,1.0238935,1.0336404
2021-07-23,1.0290489,Delta,1.0153664,1.0426741,1.0242186,1.0337783
2021-07-24,1.0292664,Delta,1.0160925,1.0425221,1.024607,1.0339142
2021-07-25,1.0295556,Delta,1.0167993,1.042461,1.0250622,1.0339663
2021-07-26,1.0297313,Delta,1.0173445,1.0422983,1.0253541,1.0341529
2021-07-27,1.0300031,Delta,1.0180159,1.0422816,1.0257266,1.0342946
2021-07-28,1.0302274,Delta,1.0186933,1.0421615,1.0260084,1.0344357
2021-07-29,1.0304687,Delta,1.0192063,1.0419892,1.026433,1.0345591
2021-07-30,1.0307432,Delta,1.0199232,1.041851,1.0268128,1.0346038
2021-07-31,1.0309584,Delta,1.0206467,1.0417392,1.0271688,1.0346978
2021-08-01,1.0311973,Delta,1.0213015,1.0416275,1.0275061,1.034813
2021-08-02,1.0313966,Delta,1.0218982,1.0415157,1.027857,1.0349727
2021-08-03,1.0317106,Delta,1.0224634,1.041404,1.0281992,1.0351909
2021-08-04,1.0319334,Delta,1.0229678,1.0412935,1.0285717,1.0353731
2021-08-05,1.0321488,Delta,1.0234047,1.0412008,1.028894,1.0354253
2021-08-06,1.0324099,Delta,1.0240045,1.0410874,1.0292156,1.0355971
2021-08-07,1.0326474,Delta,1.0244393,1.0411499,1.0296338,1.0357425
2021-08-08,1.0329134,Delta,1.0248742,1.0412161,1.0299938,1.03586
2021-08-09,1.0331626,Delta,1.0252011,1.0410388,1.0302945,1.035989
2021-08-10,1.0333998,Delta,1.0256947,1.0410228,1.0305856,1.0361555
2021-08-11,1.0336859,Delta,1.0260249,1.0413693,1.030914,1.0363392
2021-08-12,1.0339143,Delta,1.0263115,1.0413836,1.0312815,1.0364648
2021-08-13,1.0341256,Delta,1.0265107,1.0414242,1.0315828,1.0366335
2021-08-14,1.0343895,Delta,1.027005,1.0415658,1.0318927,1.0368782
2021-08-15,1.0346575,Delta,1.0273194,1.0417105,1.0321376,1.0371168
2021-08-16,1.0348814,Delta,1.0275587,1.0419415,1.0325143,1.0372105
2021-08-17,1.0351398,Delta,1.0277656,1.0421393,1.0327679,1.0374417
2021-08-18,1.0353568,Delta,1.0279781,1.0423564,1.0330116,1.0377011
2021-08-19,1.0356398,Delta,1.028071,1.0426066,1.0332525,1.0380108
2021-08-20,1.0359237,Delta,1.0283067,1.0430132,1.0334722,1.0383041
2021-08-21,1.0362229,Delta,1.0284576,1.04342,1.0336413,1.038568
2021-08-22,1.0364925,Delta,1.0285996,1.0436842,1.0338458,1.0389621
2021-08-23,1.0367904,Delta,1.0287441,1.0440198,1.0339978,1.0392697
2021-08-24,1.0370833,Delta,1.0288868,1.044285,1.034194,1.039585
2021-08-25,1.0372878,Delta,1.0289392,1.0447748,1.0343599,1.0399235
2021-08-26,1.0375061,Delta,1.0290759,1.0452058,1.0346092,1.0402713
2021-08-27,1.0377387,Delta,1.0290506,1.0458152,1.034783,1.0405607
2021-08-28,1.0379652,Delta,1.0289466,1.0463356,1.0349075,1.0409498
2021-08-29,1.0381773,Delta,1.0289538,1.0469179,1.0351323,1.0413052
2021-08-30,1.0383629,Delta,1.0287315,1.0475864,1.0353421,1.0417011
2021-08-31,1.0386534,Delta,1.028442,1.0480648,1.0354627,1.0420802
2021-09-01,1.0388839,Delta,1.028325,1.0484208,1.0355303,1.0424848
2021-09-02,1.0391414,Delta,1.028175,1.0489401,1.0356809,1.0428069
2021-09-03,1.0394075,Delta,1.027978,1.0496905,1.0356954,1.0431299
2021-09-04,1.039678,Delta,1.0278015,1.0502713,1.035832,1.0435536
2021-09-05,1.0399554,Delta,1.0277805,1.0510697,1.0359986,1.0439367
2021-09-06,1.0401695,Delta,1.0279131,1.0516754,1.0361756,1.0443127
2021-09-07,1.0404423,Delta,1.0276711,1.0522826,1.0362301,1.0447463
2021-09-08,1.040664,Delta,1.0275208,1.0530188,1.0363202,1.0451515
2021-09-09,1.0409751,Delta,1.0274333,1.0534308,1.0363715,1.0456699
2021-09-10,1.0412407,Delta,1.0271747,1.0541602,1.0365248,1.0460716
2021-09-11,1.0414588,Delta,1.026987,1.0545381,1.036654,1.0464177
2021-09-12,1.0417321,Delta,1.0269505,1.0552574,1.0367639,1.0467821
2021-09-13,1.0419788,Delta,1.0267795,1.0559775,1.0368352,1.0471666
2021-09-14,1.0422201,Delta,1.0266129,1.0566978,1.0369298,1.0476332
2021-09-15,1.0424087,Delta,1.0264752,1.0574187,1.0370487,1.0480585
2021-09-16,1.0426948,Delta,1.0262733,1.0581436,1.0370873,1.0484964
2021-09-17,1.0429628,Delta,1.0260977,1.0587887,1.0371878,1.048914
2021-09-18,1.0432303,Delta,1.0258521,1.0593504,1.0372999,1.049346
2021-09-19,1.0434958,Delta,1.025586,1.059913,1.037448,1.0496981
2021-09-20,1.0437326,Delta,1.025323,1.0605185,1.0375544,1.0501014
2021-09-21,1.0439323,Delta,1.0250821,1.0611509,1.0376987,1.0504787
2021-09-22,1.0441794,Delta,1.0249925,1.0617733,1.0378392,1.050968
2021-09-23,1.0444407,Delta,1.0249057,1.0623908,1.0379066,1.0513428
2021-09-24,1.0446497,Delta,1.0248206,1.0630084,1.0379418,1.0517325
2021-09-25,1.0448892,Delta,1.024718,1.0637257,1.0380257,1.0521142
2021-09-26,1.0451084,Delta,1.0245483,1.0644853,1.0381167,1.0524918
2021-09-27,1.0453854,Delta,1.0243785,1.0650761,1.0381896,1.0528983
2021-09-28,1.0470535,Delta,1.0259846,1.0666558,1.0399346,1.0545281
2021-09-29,1.0493317,Delta,1.0285754,1.0688391,1.0420207,1.0564909
2021-09-30,1.0516577,Delta,1.031029,1.0705204,1.0442767,1.0588429
2021-10-01,1.0538206,Delta,1.0337011,1.0727013,1.046566,1.060905
2021-10-02,1.0560473,Delta,1.035441,1.0757188,1.0487912,1.0630722
2021-10-03,1.0584909,Delta,1.0370684,1.0787328,1.0503201,1.0653875
2021-10-04,1.0606447,Delta,1.0387067,1.0824491,1.0526717,1.0677984
2021-10-05,1.06266,Delta,1.0399034,1.0853926,1.0547059,1.0702372
2021-10-06,1.0647253,Delta,1.0411273,1.0891585,1.0567117,1.0727534
2021-10-07,1.0668454,Delta,1.0420219,1.0930331,1.0587366,1.0754174
2021-10-08,1.0689578,Delta,1.0426646,1.0967716,1.0603591,1.0781333
2021-10-09,1.0711348,Delta,1.0431507,1.1006992,1.0619571,1.0810305
2021-10-10,1.0736275,Delta,1.043687,1.1046507,1.0636284,1.0840325
2021-10-11,1.0761352,Delta,1.0443293,1.1092943,1.0656121,1.0870023
2021-10-12,1.0782716,Delta,1.044945,1.1131757,1.067254,1.0897435
2021-10-13,1.0805297,Delta,1.0449762,1.1174136,1.0687523,1.0924495
2021-10-14,1.0830741,Delta,1.045099,1.1216571,1.0702921,1.0955229
2021-10-15,1.0853279,Delta,1.0452677,1.1256111,1.0720191,1.098254
2021-10-16,1.0876627,Delta,1.0454074,1.1298594,1.07317,1.1010705
2021-10-17,1.0900805,Delta,1.0455546,1.1345006,1.0744963,1.104028
2021-10-18,1.0925293,Delta,1.0463305,1.1394436,1.0763978,1.1069784
2021-10-19,1.0949078,Delta,1.0468451,1.1450967,1.0778527,1.1101763
2021-10-20,1.0971568,Delta,1.0471188,1.1507815,1.0795573,1.1134789
2021-10-21,1.0997536,Delta,1.0474452,1.1558722,1.0808702,1.1166425
2021-10-22,1.1024306,Delta,1.048025,1.1608456,1.0825977,1.1197097
2021-10-23,1.1048847,Delta,1.0482203,1.1658322,1.0841684,1.1230122
2021-10-24,1.1073058,Delta,1.0484109,1.1708325,1.0855405,1.1261421
2021-10-25,1.1097937,Delta,1.0487356,1.1757264,1.0868007,1.1294196
2021-10-26,1.1119523,Delta,1.0491562,1.1802139,1.088586,1.1326892
2021-10-27,1.1142195,Delta,1.0493152,1.1849114,1.089999,1.1359129
2021-10-28,1.1167004,Delta,1.0494298,1.1900741,1.0915635,1.1391699
2021-10-29,1.1192374,Delta,1.0496289,1.1952592,1.0932072,1.1424675
2021-10-30,1.1216842,Delta,1.0498394,1.2004646,1.0948206,1.1457125
2021-10-31,1.124014,Delta,1.0497723,1.2056913,1.0964088,1.1485361
2021-11-01,1.1264442,Delta,1.0499413,1.2107956,1.0977414,1.1511835
2021-01-01,0.7014915,Gamma,0.67553765,0.7300096,0.6928307,0.7104835
2021-01-02,0.707734,Gamma,0.682088,0.735919,0.6992167,0.71654606
2021-01-03,0.71403897,Gamma,0.6887697,0.7418762,0.70563525,0.72268647
2021-01-04,0.72038954,Gamma,0.695358,0.7478816,0.7121229,0.72888845
2021-01-05,0.72678286,Gamma,0.7019884,0.7538898,0.718598,0.73517406
2021-01-06,0.7332662,Gamma,0.7086819,0.75991654,0.72512174,0.74151313
2021-01-07,0.73979443,Gamma,0.7154393,0.7659353,0.731807,0.74792874
2021-01-08,0.74641526,Gamma,0.7222627,0.7722018,0.73848397,0.7543686
2021-01-09,0.75311226,Gamma,0.7292233,0.77840716,0.7452538,0.76091945
2021-01-10,0.7598599,Gamma,0.73636365,0.78466016,0.75207824,0.76748186
2021-01-11,0.76664066,Gamma,0.7435738,0.7909633,0.75893736,0.7741056
2021-01-12,0.7734902,Gamma,0.7508553,0.79731715,0.7658975,0.78075075
2021-01-13,0.7803678,Gamma,0.75821054,0.80372155,0.7728889,0.78755575
2021-01-14,0.7873247,Gamma,0.7656269,0.810177,0.7798416,0.7943975
2021-01-15,0.79437435,Gamma,0.772822,0.81690377,0.78691864,0.8012198
2021-01-16,0.801487,Gamma,0.78008485,0.8237556,0.7941257,0.808102
2021-01-17,0.8086111,Gamma,0.78741586,0.83039093,0.80138606,0.8151815
2021-01-18,0.8157784,Gamma,0.79497254,0.83707815,0.8086627,0.8221998
2021-01-19,0.82305086,Gamma,0.802573,0.84382564,0.81607246,0.82943165
2021-01-20,0.83035374,Gamma,0.8101216,0.8507454,0.8236382,0.83656466
2021-01-21,0.83763623,Gamma,0.8177773,0.8577687,0.83114374,0.8438527
2021-01-22,0.8451536,Gamma,0.82572126,0.86471176,0.8387496,0.8511404
2021-01-23,0.8527663,Gamma,0.83375174,0.871658,0.8464554,0.85863364
2021-01-24,0.86044633,Gamma,0.84197086,0.87877065,0.8541738,0.8660573
2021-01-25,0.86810994,Gamma,0.85032856,0.88588977,0.861996,0.873694
2021-01-26,0.8758608,Gamma,0.8586755,0.893309,0.86985165,0.8812995
2021-01-27,0.88358057,Gamma,0.8668295,0.90073866,0.8776847,0.8889955
2021-01-28,0.89151466,Gamma,0.8750694,0.90816313,0.885721,0.89676136
2021-01-29,0.89953417,Gamma,0.8835737,0.9156488,0.89378244,0.90449363
2021-01-30,0.9075234,Gamma,0.8921853,0.9234142,0.90188926,0.91251063
2021-01-31,0.91554904,Gamma,0.90095365,0.9310106,0.9101498,0.92048067
2021-02-01,0.92370176,Gamma,0.9095918,0.93864346,0.9185412,0.92844415
2021-02-02,0.9318781,Gamma,0.91834,0.9462496,0.92688644,0.9365195
2021-02-03,0.94009197,Gamma,0.92685306,0.9539839,0.93538976,0.94466925
2021-02-04,0.9484354,Gamma,0.93534404,0.9617678,0.9439921,0.95282435
2021-02-05,0.9569191,Gamma,0.94391817,0.96976554,0.95252866,0.9610766
2021-02-06,0.96545494,Gamma,0.9529804,0.97781116,0.96125364,0.9694024
2021-02-07,0.97407055,Gamma,0.96187735,0.986002,0.96987087,0.9779317
2021-02-08,0.98278666,Gamma,0.97082376,0.9941248,0.9786965,0.9864374
2021-02-09,0.99148905,Gamma,0.9798137,1.002302,0.9874844,0.99507093
2021-02-10,1.0002351,Gamma,0.98909044,1.0111462,0.9965337,1.0037234
2021-02-11,1.009116,Gamma,0.99834305,1.0196289,1.0054805,1.0125015
2021-02-12,1.0180662,Gamma,1.0076746,1.0282676,1.014483,1.0214555
2021-02-13,1.0270295,Gamma,1.0170463,1.0369965,1.0236264,1.0303721
2021-02-14,1.0361875,Gamma,1.0264777,1.0463548,1.0328367,1.0395391
2021-02-15,1.0453343,Gamma,1.0358562,1.0549264,1.0421906,1.0488719
2021-02-16,1.0546739,Gamma,1.0452946,1.0641309,1.0514376,1.0580889
2021-02-17,1.0640633,Gamma,1.0544945,1.0735614,1.060825,1.0673969
2021-02-18,1.0735607,Gamma,1.0638245,1.0832921,1.0702392,1.0770156
2021-02-19,1.0831623,Gamma,1.0731741,1.0929245,1.0796782,1.0865372
2021-02-20,1.0927894,Gamma,1.0825584,1.1028384,1.089107,1.0962926
2021-02-21,1.1024575,Gamma,1.0920326,1.1130174,1.0986164,1.106165
2021-02-22,1.1122,Gamma,1.10159,1.1229042,1.1082784,1.1161124
2021-02-23,1.122019,Gamma,1.1111107,1.1332898,1.1182108,1.1262623
2021-02-24,1.1320943,Gamma,1.1206515,1.1437995,1.1279225,1.1364267
2021-02-25,1.1422136,Gamma,1.1300793,1.1545372,1.1378587,1.146617
2021-02-26,1.1523559,Gamma,1.1395881,1.1651505,1.1479044,1.1570286
2021-02-27,1.162642,Gamma,1.1493604,1.1758648,1.1579559,1.1677119
2021-02-28,1.1728724,Gamma,1.1588309,1.1869625,1.1681099,1.1782472
2021-03-01,1.1833467,Gamma,1.1685197,1.1980242,1.1782582,1.1889553
2021-03-02,1.1938232,Gamma,1.178041,1.2090697,1.1883581,1.1998533
2021-03-03,1.2044969,Gamma,1.1877766,1.2207382,1.1988037,1.210782
2021-03-04,1.2152255,Gamma,1.197849,1.2325191,1.2089603,1.2218481
2021-03-05,1.2259874,Gamma,1.2076924,1.2444139,1.2193305,1.2329056
2021-03-06,1.2369752,Gamma,1.2172127,1.2564206,1.2300785,1.2441106
2021-03-07,1.2479193,Gamma,1.22741,1.2685487,1.2409103,1.2554697
2021-03-08,1.2589691,Gamma,1.237679,1.2807194,1.2517099,1.2669221
2021-03-09,1.2701087,Gamma,1.2478721,1.2929502,1.2625586,1.2784493
2021-03-10,1.2714071,Gamma,1.2491735,1.2943329,1.2638786,1.2797772
2021-03-11,1.2678059,Gamma,1.2460825,1.2902637,1.2603211,1.2758317
2021-03-12,1.264262,Gamma,1.2428526,1.2862049,1.2567861,1.2720668
2021-03-13,1.260641,Gamma,1.2397612,1.2821566,1.2533933,1.26822
2021-03-14,1.2570173,Gamma,1.2364017,1.2776157,1.2500374,1.2643149
2021-03-15,1.2533679,Gamma,1.2334133,1.2734625,1.2465731,1.2604986
2021-03-16,1.2497582,Gamma,1.2302912,1.2694987,1.2431386,1.2566582
2021-03-17,1.2462139,Gamma,1.2272159,1.2656149,1.2396867,1.2529202
2021-03-18,1.2426509,Gamma,1.2239281,1.261737,1.2364365,1.2493309
2021-03-19,1.2390691,Gamma,1.2207282,1.2576181,1.2330945,1.2457297
2021-03-20,1.2354553,Gamma,1.2175796,1.2535069,1.2296568,1.2420074
2021-03-21,1.231961,Gamma,1.2144741,1.2494049,1.2263353,1.2382681
2021-03-22,1.2284554,Gamma,1.2113816,1.2454458,1.2229133,1.234679
2021-03-23,1.2249053,Gamma,1.2083328,1.2413597,1.2194456,1.2309124
2021-03-24,1.2213306,Gamma,1.2052877,1.2372247,1.2160215,1.2272611
2021-03-25,1.2177972,Gamma,1.2021414,1.2333701,1.2125355,1.2235525
2021-03-26,1.2142036,Gamma,1.1990778,1.2295331,1.2091421,1.2198596
2021-03-27,1.2106798,Gamma,1.1958829,1.2258781,1.2059186,1.2162439
2021-03-28,1.2072237,Gamma,1.192607,1.2217581,1.2025958,1.2126408
2021-03-29,1.2037239,Gamma,1.1895866,1.2177093,1.1992135,1.2089785
2021-03-30,1.2002754,Gamma,1.1868788,1.2138232,1.1959543,1.205437
2021-03-31,1.1968267,Gamma,1.1835622,1.2101251,1.1927023,1.2018989
2021-04-01,1.1933994,Gamma,1.1805595,1.2065697,1.1894548,1.1983384
2021-04-02,1.1900468,Gamma,1.177416,1.2027501,1.186093,1.1947465
2021-04-03,1.1866964,Gamma,1.1741825,1.1991122,1.182755,1.1911871
2021-04-04,1.1833313,Gamma,1.1710565,1.1955155,1.1794204,1.1876315
2021-04-05,1.1799752,Gamma,1.1678216,1.1917948,1.176153,1.1840861
2021-04-06,1.1765814,Gamma,1.1648368,1.1882538,1.172718,1.1806176
2021-04-07,1.1731691,Gamma,1.1614642,1.1847589,1.169435,1.1770812
2021-04-08,1.1697954,Gamma,1.1584109,1.1811839,1.1661282,1.1736995
2021-04-09,1.1664193,Gamma,1.1552672,1.177529,1.1628871,1.170179
2021-04-10,1.1629615,Gamma,1.15202,1.1740917,1.1596208,1.1667113
2021-04-11,1.1596885,Gamma,1.1487799,1.1704232,1.1562457,1.1633477
2021-04-12,1.1563385,Gamma,1.1455483,1.1669239,1.152925,1.1599122
2021-04-13,1.1530695,Gamma,1.1423253,1.1635784,1.1496239,1.156535
2021-04-14,1.1497806,Gamma,1.1391126,1.1602628,1.1463435,1.1531987
2021-04-15,1.1464624,Gamma,1.1358424,1.1567402,1.1431465,1.1499035
2021-04-16,1.1431323,Gamma,1.1324369,1.1533734,1.139863,1.1465263
2021-04-17,1.1398518,Gamma,1.1295058,1.1502562,1.1365476,1.1432664
2021-04-18,1.1365865,Gamma,1.1262593,1.1470174,1.1332223,1.1399579
2021-04-19,1.1334066,Gamma,1.1230124,1.1438571,1.1299635,1.1366825
2021-04-20,1.130253,Gamma,1.1196773,1.140782,1.1267879,1.1334138
2021-04-21,1.1269718,Gamma,1.1164736,1.137588,1.1235623,1.1301734
2021-04-22,1.1237135,Gamma,1.1131682,1.1344603,1.1201425,1.1268562
2021-04-23,1.1203887,Gamma,1.1098272,1.131404,1.1168717,1.1236814
2021-04-24,1.117193,Gamma,1.1063254,1.1282464,1.1135874,1.1205702
2021-04-25,1.1140008,Gamma,1.1030211,1.1253605,1.1103,1.1173778
2021-04-26,1.1107714,Gamma,1.0996442,1.1221085,1.1070704,1.1142782
2021-04-27,1.1076717,Gamma,1.0961126,1.1191217,1.1038369,1.111082
2021-04-28,1.1044444,Gamma,1.0924357,1.1161805,1.1006064,1.108037
2021-04-29,1.1013234,Gamma,1.0891105,1.1132842,1.0973912,1.1049657
2021-04-30,1.0981312,Gamma,1.0856613,1.1103935,1.0941409,1.1018934
2021-05-01,1.0950189,Gamma,1.082006,1.1075091,1.0908355,1.0988245
2021-05-02,1.0918283,Gamma,1.0787897,1.1046319,1.0876232,1.0957369
2021-05-03,1.0886714,Gamma,1.0755448,1.1017842,1.0844119,1.0927459
2021-05-04,1.0855799,Gamma,1.0720366,1.0989051,1.0812266,1.0897065
2021-05-05,1.0824349,Gamma,1.0687,1.0960542,1.0780225,1.0866656
2021-05-06,1.0793082,Gamma,1.0654168,1.093224,1.0747449,1.0836364
2021-05-07,1.0762829,Gamma,1.0621943,1.0904107,1.0715282,1.0806962
2021-05-08,1.0731912,Gamma,1.0589814,1.0877656,1.0683298,1.0776925
2021-05-09,1.0702066,Gamma,1.0556924,1.0850334,1.0651525,1.0747166
2021-05-10,1.0671618,Gamma,1.052429,1.082329,1.0619476,1.0718374
2021-05-11,1.0641184,Gamma,1.0491624,1.0796345,1.0587332,1.0688658
2021-05-12,1.0610795,Gamma,1.0458058,1.076845,1.055598,1.0659542
2021-05-13,1.0579686,Gamma,1.0424417,1.074062,1.0524697,1.0629325
2021-05-14,1.0549003,Gamma,1.0390886,1.0712893,1.0493623,1.0600358
2021-05-15,1.0518637,Gamma,1.0357431,1.068597,1.0461693,1.0572298
2021-05-16,1.0475044,Gamma,1.0314066,1.0642085,1.0418358,1.0528507
2021-05-17,1.0405982,Gamma,1.025003,1.0567628,1.0351787,1.0457016
2021-05-18,1.0337882,Gamma,1.0185694,1.049368,1.0285723,1.0386577
2021-05-19,1.0269742,Gamma,1.0121676,1.0420262,1.0218654,1.0316621
2021-05-20,1.0202969,Gamma,1.0060552,1.0344154,1.0152661,1.024711
2021-05-21,1.0136327,Gamma,0.99982363,1.0272679,1.008646,1.017851
2021-05-22,1.0069113,Gamma,0.9937904,1.0204967,1.0020751,1.0110368
2021-05-23,1.0003203,Gamma,0.98766637,1.0134876,0.99552155,1.0042694
2021-05-24,0.9937443,Gamma,0.9814453,1.0063944,0.98899925,0.99754715
2021-05-25,0.9871627,Gamma,0.97504455,0.9993011,0.98257434,0.9909092
2021-05-26,0.98063207,Gamma,0.96886003,0.9925423,0.9761884,0.98432934
2021-05-27,0.9741535,Gamma,0.9624536,0.98569196,0.9698706,0.977797
2021-05-28,0.96778715,Gamma,0.9561379,0.97901654,0.96368754,0.97128135
2021-05-29,0.961398,Gamma,0.9499195,0.9722121,0.9574553,0.96486026
2021-05-30,0.9549669,Gamma,0.943802,0.9654205,0.9512054,0.9584292
2021-05-31,0.94865257,Gamma,0.9376703,0.95891595,0.94502926,0.9521232
2021-06-01,0.9423771,Gamma,0.93149704,0.9526128,0.93868846,0.945886
2021-06-02,0.9362347,Gamma,0.9256194,0.946282,0.9325534,0.9396392
2021-06-03,0.9299848,Gamma,0.9196018,0.9400025,0.92647964,0.9334595
2021-06-04,0.92386925,Gamma,0.9136905,0.93379474,0.920454,0.9272646
2021-06-05,0.9177274,Gamma,0.9077239,0.92777187,0.9143586,0.9211638
2021-06-06,0.9116567,Gamma,0.9015653,0.9215638,0.9083186,0.91513646
2021-06-07,0.9057394,Gamma,0.89560187,0.9156446,0.9022273,0.9092313
2021-06-08,0.8998635,Gamma,0.88953286,0.9095359,0.8962399,0.90318763
2021-06-09,0.8939559,Gamma,0.8835585,0.9039283,0.89034265,0.8972361
2021-06-10,0.8880465,Gamma,0.87742877,0.8982807,0.8843431,0.89143926
2021-06-11,0.88220036,Gamma,0.8714355,0.8923324,0.878389,0.8855783
2021-06-12,0.87641895,Gamma,0.86545324,0.88642067,0.87259233,0.87986565
2021-06-13,0.8706173,Gamma,0.8592851,0.88093215,0.86661696,0.8741501
2021-06-14,0.8648852,Gamma,0.85332763,0.8751636,0.8608382,0.86844236
2021-06-15,0.85912883,Gamma,0.84746826,0.8695601,0.8551308,0.86270756
