date_time,num_cases,num_diseased
2020-03-06,1.0,0.0
2020-03-11,2.0,0.0
2020-03-12,2.0,0.0
2020-03-13,1.0,0.0
2020-03-14,10.0,0.0
2020-03-15,10.0,0.0
2020-03-16,6.0,0.0
2020-03-17,7.0,0.0
2020-03-18,5.0,0.0
2020-03-19,8.0,0.0
2020-03-20,27.0,0.0
2020-03-21,5.0,0.0
2020-03-22,4.0,0.0
2020-03-23,29.0,0.0
2020-03-24,41.0,0.0
2020-03-25,14.0,1.0
2020-03-26,7.0,2.0
2020-03-27,38.0,0.0
2020-03-28,38.0,3.0
2020-03-29,33.0,1.0
2020-03-30,55.0,1.0
2020-03-31,40.0,2.0
2020-04-01,81.0,1.0
2020-04-02,68.0,4.0
2020-04-03,44.0,5.0
2020-04-04,104.0,10.0
2020-04-05,30.0,4.0
2020-04-06,53.0,6.0
2020-04-07,84.0,5.0
2020-04-08,130.0,2.0
2020-04-09,36.0,4.0
2020-04-10,88.0,3.0
2020-04-11,44.0,5.0
2020-04-12,19.0,1.0
2020-04-13,24.0,4.0
2020-04-14,36.0,6.0
2020-04-15,48.0,3.0
2020-04-16,43.0,4.0
2020-04-17,59.0,1.0
2020-04-18,86.0,2.0
2020-04-19,119.0,4.0
2020-04-20,79.0,4.0
2020-04-21,74.0,6.0
2020-04-22,84.0,1.0
2020-04-23,47.0,2.0
2020-04-24,179.0,4.0
2020-04-25,90.0,1.0
2020-04-26,93.0,6.0
2020-04-27,105.0,3.0
2020-04-28,64.0,6.0
2020-04-29,133.0,6.0
2020-04-30,89.0,8.0
2020-05-01,144.0,3.0
2020-05-02,71.0,3.0
2020-05-03,111.0,3.0
2020-05-04,127.0,5.0
2020-05-05,193.0,2.0
2020-05-06,200.0,7.0
2020-05-07,129.0,3.0
2020-05-08,225.0,4.0
2020-05-09,209.0,6.0
2020-05-10,127.0,7.0
2020-05-11,150.0,7.0
2020-05-12,258.0,0.0
2020-05-13,121.0,3.0
2020-05-14,207.0,2.0
2020-05-15,115.0,7.0
2020-05-16,278.0,4.0
2020-05-17,241.0,3.0
2020-05-18,197.0,5.0
2020-05-19,216.0,5.0
2020-05-20,253.0,6.0
2020-05-21,122.0,10.0
2020-05-22,280.0,10.0
2020-05-23,382.0,10.0
2020-05-24,237.0,7.0
2020-05-25,176.0,4.0
2020-05-26,355.0,8.0
2020-05-27,305.0,7.0
2020-05-28,490.0,4.0
2020-05-29,628.0,12.0
2020-05-30,478.0,8.0
2020-05-31,346.0,12.0
2020-06-01,383.0,8.0
2020-06-02,374.0,6.0
2020-06-03,505.0,9.0
2020-06-04,535.0,12.0
2020-06-05,403.0,15.0
2020-06-06,378.0,9.0
2020-06-07,319.0,10.0
2020-06-08,439.0,13.0
2020-06-09,391.0,14.0
2020-06-10,424.0,11.0
2020-06-11,408.0,14.0
2020-06-12,416.0,8.0
2020-06-13,564.0,11.0
2020-06-14,627.0,19.0
2020-06-15,414.0,20.0
2020-06-16,807.0,14.0
2020-06-17,81.0,25.0
2020-06-18,806.0,9.0
2020-06-19,1082.0,17.0
2020-06-20,697.0,13.0
2020-06-21,875.0,22.0
2020-06-22,1182.0,21.0
2020-06-23,1332.0,28.0
2020-06-24,114.0,26.0
2020-06-25,1277.0,23.0
2020-06-26,1011.0,31.0
2020-06-27,2155.0,32.0
2020-06-28,1469.0,37.0
2020-06-29,24.0,31.0
2020-06-30,706.0,35.0
2020-07-01,1415.0,29.0
2020-07-02,1334.0,41.0
2020-07-03,1448.0,49.0
2020-07-04,1181.0,35.0
2020-07-05,1287.0,44.0
2020-07-06,1096.0,44.0
2020-07-07,1626.0,53.0
2020-07-08,1506.0,47.0
2020-07-09,1646.0,70.0
2020-07-10,2685.0,63.0
2020-07-11,2516.0,74.0
2020-07-12,2198.0,60.0
2020-07-13,1724.0,75.0
2020-07-14,1907.0,73.0
2020-07-15,2461.0,88.0
2020-07-16,3129.0,79.0
2020-07-17,156.0,103.0
2020-07-18,1876.0,84.0
2020-07-19,3801.0,66.0
2020-07-20,4092.0,96.0
2020-07-21,3571.0,114.0
2020-07-22,3967.0,97.0
2020-07-23,2328.0,112.0
2020-07-24,3270.0,110.0
2020-07-25,2483.0,104.0
2020-07-26,106.0,111.0
2020-07-27,3205.0,104.0
2020-07-28,8580.0,99.0
2020-07-29,3236.0,112.0
2020-07-30,3179.0,129.0
2020-07-31,550.0,130.0
2020-08-01,3934.0,90.0
2020-08-02,6897.0,112.0
2020-08-03,3040.0,121.0
2020-08-04,4936.0,107.0
2020-08-05,3629.0,115.0
2020-08-06,2788.0,102.0
2020-08-07,3383.0,114.0
2020-08-08,3428.0,120.0
2020-08-09,2177.0,102.0
2020-08-10,664.0,87.0
2020-08-11,8464.0,104.0
2020-08-12,1182.0,85.0
2020-08-13,7083.0,90.0
2020-08-14,109.0,76.0
2020-08-15,5046.0,75.0
2020-08-16,8398.0,83.0
2020-08-17,3581.0,80.0
2020-08-18,764.0,102.0
2020-08-19,7903.0,90.0
2020-08-20,3655.0,81.0
2020-08-21,3683.0,84.0
2020-08-22,2910.0,81.0
2020-08-23,3486.0,63.0
2020-08-24,3126.0,72.0
2020-08-25,3263.0,93.0
2020-08-26,2494.0,72.0
2020-08-27,2154.0,88.0
2020-08-28,2871.0,56.0
2020-08-29,1970.0,80.0
2020-08-30,1912.0,56.0
2020-08-31,3414.0,63.0
2020-09-01,2889.0,53.0
2020-09-02,2027.0,59.0
2020-09-03,2555.0,55.0
2020-09-04,2108.0,79.0
2020-09-05,2063.0,49.0
2020-09-06,1218.0,50.0
2020-09-07,2631.0,74.0
2020-09-08,1873.0,63.0
2020-09-09,1751.0,38.0
2020-09-10,2736.0,58.0
2020-09-11,2178.0,56.0
2020-09-12,1561.0,52.0
2020-09-13,869.0,51.0
2020-09-14,1905.0,51.0
2020-09-15,2090.0,47.0
2020-09-16,2093.0,45.0
2020-09-17,2067.0,44.0
2020-09-18,1997.0,47.0
2020-09-19,1653.0,50.0
2020-09-20,1432.0,41.0
2020-09-21,1709.0,52.0
2020-09-22,1663.0,50.0
2020-09-23,2196.0,55.0
2020-09-24,1802.0,42.0
2020-09-25,1756.0,31.0
2020-09-26,1476.0,34.0
2020-09-27,952.0,27.0
2020-09-28,1501.0,45.0
2020-09-29,2019.0,28.0
2020-09-30,1382.0,36.0
2020-10-01,1705.0,39.0
2020-10-02,2281.0,37.0
2020-10-03,2041.0,41.0
2020-10-04,1645.0,30.0
2020-10-05,1624.0,27.0
2020-10-06,1766.0,45.0
2020-10-07,1902.0,39.0
2020-10-08,2054.0,35.0
2020-10-09,1696.0,37.0
2020-10-10,1606.0,41.0
2020-10-11,1075.0,37.0
2020-10-12,1038.0,50.0
2020-10-13,968.0,38.0
2020-10-14,1361.0,34.0
2020-10-15,2334.0,31.0
2020-10-16,1768.0,51.0
2020-10-17,1652.0,34.0
2020-10-18,1150.0,25.0
2020-10-19,1741.0,32.0
2020-10-20,2048.0,37.0
2020-10-21,1841.0,41.0
2020-10-22,1960.0,39.0
2020-10-23,2053.0,40.0
2020-10-24,1440.0,39.0
2020-10-25,1236.0,35.0
2020-10-26,1887.0,40.0
2020-10-27,2258.0,27.0
2020-10-28,2057.0,34.0
2020-10-29,2118.0,45.0
2020-10-30,1826.0,30.0
2020-10-31,1945.0,27.0
2020-11-01,1305.0,33.0
2020-11-02,1848.0,44.0
2020-11-03,1933.0,52.0
2020-11-04,2029.0,47.0
2020-11-05,1624.0,31.0
2020-11-06,1764.0,41.0
2020-11-07,1696.0,37.0
2020-11-08,1584.0,30.0
2020-11-09,1701.0,35.0
2020-11-10,1960.0,41.0
2020-11-11,1717.0,37.0
2020-11-12,2055.0,49.0
2020-11-13,1486.0,39.0
2020-11-14,1444.0,31.0
2020-11-15,926.0,42.0
2020-11-16,1855.0,34.0
2020-11-17,2238.0,27.0
2020-11-18,1397.0,37.0
2020-11-19,2189.0,38.0
2020-11-20,1711.0,34.0
2020-11-21,2030.0,35.0
2020-11-22,1471.0,47.0
2020-11-23,1899.0,44.0
2020-11-24,2416.0,35.0
2020-11-25,2744.0,38.0
2020-11-26,2486.0,38.0
2020-11-27,2768.0,42.0
2020-11-28,2014.0,32.0
2020-11-29,1617.0,42.0
2020-11-30,1984.0,30.0
2020-12-01,2463.0,45.0
2020-12-02,2410.0,35.0
2020-12-03,1804.0,38.0
2020-12-04,3137.0,46.0
2020-12-05,2508.0,35.0
2020-12-06,1631.0,38.0
2020-12-07,2490.0,34.0
2020-12-08,2123.0,37.0
2020-12-09,2844.0,39.0
2020-12-10,3047.0,47.0
2020-12-11,3070.0,49.0
2020-12-12,3116.0,49.0
2020-12-13,2198.0,44.0
2020-12-14,3183.0,39.0
2020-12-15,3697.0,48.0
2020-12-16,4445.0,43.0
2020-12-17,3224.0,44.0
2020-12-18,3967.0,52.0
2020-12-19,3405.0,66.0
2020-12-20,2629.0,61.0
2020-12-21,3810.0,58.0
2020-12-22,4520.0,61.0
2020-12-23,4348.0,56.0
2020-12-24,4471.0,66.0
2020-12-25,2065.0,62.0
2020-12-26,3493.0,74.0
2020-12-27,3710.0,65.0
2020-12-28,4820.0,91.0
2020-12-29,5664.0,77.0
2020-12-30,6302.0,93.0
2020-12-31,3742.0,79.0
2021-01-01,1590.0,81.0
2021-01-02,3750.0,81.0
2021-01-03,5650.0,72.0
2021-01-04,4240.0,90.0
2021-01-05,6858.0,91.0
2021-01-06,6295.0,90.0
2021-01-07,5822.0,110.0
2021-01-08,5336.0,90.0
2021-01-09,4720.0,108.0
2021-01-10,3414.0,102.0
2021-01-11,2676.0,127.0
2021-01-12,7490.0,118.0
2021-01-13,7002.0,126.0
2021-01-14,5560.0,127.0
2021-01-15,5510.0,111.0
2021-01-16,5519.0,109.0
2021-01-17,4790.0,127.0
2021-01-18,4889.0,115.0
2021-01-19,5900.0,123.0
2021-01-20,4611.0,111.0
2021-01-21,4948.0,126.0
2021-01-22,4379.0,101.0
2021-01-23,4181.0,99.0
2021-01-24,2718.0,98.0
2021-01-25,5117.0,118.0
2021-01-26,4000.0,108.0
2021-01-27,3898.0,111.0
2021-01-28,3253.0,100.0
2021-01-29,2630.0,93.0
2021-01-30,1935.0,79.0
2021-01-31,2519.0,71.0
2021-02-01,2304.0,73.0
2021-02-02,2016.0,78.0
2021-02-03,2297.0,71.0
2021-02-04,2334.0,64.0
2021-02-05,1272.0,71.0
2021-02-06,1090.0,61.0
2021-02-07,1050.0,52.0
2021-02-08,1468.0,68.0
2021-02-09,1773.0,65.0
2021-02-10,1388.0,58.0
2021-02-11,1446.0,46.0
2021-02-12,1185.0,48.0
2021-02-13,1187.0,32.0
2021-02-14,944.0,45.0
2021-02-15,887.0,51.0
2021-02-16,1368.0,40.0
2021-02-17,1088.0,60.0
2021-02-18,1111.0,51.0
2021-02-19,1056.0,45.0
2021-02-20,888.0,40.0
2021-02-21,571.0,40.0
2021-02-22,871.0,49.0
2021-02-23,947.0,49.0
2021-02-24,1085.0,29.0
2021-02-25,885.0,42.0
2021-02-26,871.0,32.0
2021-02-27,767.0,29.0
2021-02-28,753.0,38.0
2021-03-01,923.0,27.0
2021-03-02,946.0,24.0
2021-03-03,906.0,25.0
2021-03-04,819.0,37.0
2021-03-05,835.0,40.0
2021-03-06,699.0,36.0
2021-03-07,531.0,29.0
2021-03-08,619.0,24.0
2021-03-09,606.0,31.0
2021-03-10,968.0,16.0
2021-03-11,862.0,30.0
2021-03-12,770.0,25.0
2021-03-13,560.0,29.0
2021-03-14,620.0,29.0
2021-03-15,687.0,26.0
2021-03-16,828.0,16.0
2021-03-17,935.0,30.0
2021-03-18,939.0,29.0
2021-03-19,1065.0,28.0
2021-03-20,796.0,22.0
2021-03-21,886.0,28.0
2021-03-22,546.0,25.0
2021-03-23,1058.0,26.0
2021-03-24,1175.0,33.0
2021-03-25,1352.0,32.0
2021-03-26,1547.0,21.0
2021-03-27,1523.0,30.0
2021-03-28,913.0,24.0
2021-03-29,1561.0,43.0
2021-03-30,1775.0,38.0
2021-03-31,1917.0,31.0
2021-04-01,1302.0,36.0
2021-04-02,1429.0,26.0
2021-04-03,1724.0,27.0
2021-04-04,1273.0,48.0
2021-04-05,2162.0,38.0
2021-04-06,3154.0,44.0
2021-04-07,2658.0,33.0
2021-04-08,2967.0,39.0
2021-04-09,3247.0,46.0
2021-04-10,3062.0,45.0
2021-04-11,2787.0,48.0
2021-04-12,3922.0,41.0
2021-04-13,4236.0,52.0
2021-04-14,4673.0,52.0
2021-04-15,4199.0,57.0
2021-04-16,4382.0,48.0
2021-04-17,3846.0,62.0
2021-04-18,3073.0,67.0
2021-04-19,5342.0,61.0
2021-04-20,5191.0,62.0
2021-04-21,4471.0,107.0
2021-04-22,5198.0,85.0
2021-04-23,4705.0,70.0
2021-04-24,3880.0,83.0
2021-04-25,3463.0,65.0
2021-04-26,4705.0,98.0
2021-04-27,5552.0,71.0
2021-04-28,4133.0,99.0
2021-04-29,4934.0,81.0
2021-04-30,5262.0,84.0
2021-05-01,4292.0,88.0
2021-05-02,3795.0,113.0
2021-05-03,5513.0,99.0
2021-05-04,5772.0,97.0
2021-05-05,4360.0,108.0
2021-05-06,5922.0,102.0
2021-05-07,5394.0,110.0
2021-05-08,4665.0,121.0
2021-05-09,4114.0,94.0
2021-05-10,5603.0,142.0
2021-05-11,6201.0,122.0
2021-05-12,5366.0,116.0
2021-05-13,5077.0,125.0
2021-05-14,5179.0,123.0
2021-05-15,4568.0,110.0
2021-05-16,3674.0,119.0
2021-05-17,4199.0,134.0
2021-05-18,5738.0,122.0
2021-05-19,5705.0,116.0
2021-05-20,6634.0,118.0
2021-05-21,7230.0,149.0
2021-05-22,6308.0,122.0
2021-05-23,6432.0,131.0
2021-05-24,8015.0,115.0
2021-05-25,9177.0,129.0
2021-05-26,8960.0,140.0
2021-05-27,8188.0,118.0
2021-05-28,8076.0,162.0
2021-05-29,9320.0,140.0
2021-05-30,6346.0,144.0
2021-05-31,8354.0,145.0
2021-06-01,10329.0,145.0
2021-06-02,12166.0,172.0
2021-06-03,11026.0,165.0
2021-06-04,10141.0,137.0
2021-06-05,9444.0,164.0
2021-06-06,7894.0,163.0
2021-06-07,8586.0,149.0
2021-06-08,9819.0,159.0
2021-06-09,11345.0,186.0
2021-06-10,9701.0,184.0
2021-06-11,10108.0,195.0
2021-06-12,8984.0,206.0
2021-06-13,7730.0,192.0
2021-06-14,8408.0,201.0
2021-06-15,11687.0,206.0
2021-06-16,10293.0,165.0
2021-06-17,12162.0,184.0
2021-06-18,10488.0,159.0
2021-06-19,9743.0,170.0
2021-06-20,7598.0,155.0
2021-06-21,9567.0,193.0
2021-06-22,9816.0,175.0
2021-06-23,9969.0,171.0
2021-06-24,9688.0,181.0
2021-06-25,10833.0,157.0
2021-06-26,9744.0,154.0
2021-06-27,7897.0,151.0
2021-06-28,9813.0,176.0
2021-06-29,10652.0,145.0
2021-06-30,8785.0,150.0
2021-07-01,8883.0,137.0
2021-07-02,7414.0,156.0
2021-07-03,7451.0,156.0
2021-07-04,5780.0,156.0
2021-07-05,6057.0,125.0
2021-07-06,6992.0,138.0
2021-07-07,6809.0,129.0
2021-07-08,5628.0,128.0
2021-07-09,6170.0,105.0
