Dates;age_group;InfectadosNoVacunados;InfectadosPrimeraDosis;InfectadosEsquemaCompleto;InfectadosDosisRefuerzo;InfectadosTotal;HospitalizadosNoVacunados;HospitalizadosPrimeraDosis;HospitalizadosEsquemaCompleto;HospitalizadosDosisRefuerzo;HospitalizadosTotal;MuertesNoVacunados;MuertesPrimeraDosis;MuertesEsquemaCompleto;MuertesDosisRefuerzo;MuertesTotal
16/01/2021;50-59;2176;0;0;0;2176;114;0;0;0;114;43;0;0;0;43
16/01/2021;60-69;1586;0;0;0;1586;194;0;0;0;194;86;0;0;0;86
16/01/2021;70-80+;1318;0;0;0;1318;358;0;0;0;358;266;0;0;0;266
17/01/2021;0-19;1198;0;0;0;1198;12;0;0;0;12;1;0;0;0;1
17/01/2021;20-39;4984;0;0;0;4984;59;0;0;0;59;18;0;0;0;18
17/01/2021;40-49;1994;0;0;0;1994;67;0;0;0;67;18;0;0;0;18
17/01/2021;50-59;1742;0;0;0;1742;123;0;0;0;123;44;0;0;0;44
17/01/2021;60-69;1209;0;0;0;1209;150;0;0;0;150;90;0;0;0;90
17/01/2021;70-80+;1026;0;0;0;1026;252;0;0;0;252;299;0;0;0;299
18/01/2021;0-19;1433;0;0;0;1433;16;0;0;0;16;6;0;0;0;6
18/01/2021;20-39;6786;0;0;0;6786;70;0;0;0;70;22;0;0;0;22
18/01/2021;40-49;2799;0;0;0;2799;88;0;0;0;88;17;0;0;0;17
18/01/2021;50-59;2249;0;0;0;2249;152;0;0;0;152;45;0;0;0;45
18/01/2021;60-69;1395;0;0;0;1395;201;0;0;0;201;88;0;0;0;88
18/01/2021;70-80+;1181;0;0;0;1181;347;0;0;0;347;283;0;0;0;283
19/01/2021;0-19;1701;0;0;0;1701;13;0;0;0;13;4;0;0;0;4
19/01/2021;20-39;7375;0;1;0;7376;52;0;0;0;52;2;0;0;0;2
19/01/2021;40-49;2995;0;0;0;2995;68;0;0;0;68;19;0;0;0;19
19/01/2021;50-59;2614;0;0;0;2614;139;0;0;0;139;57;0;0;0;57
19/01/2021;60-69;1684;0;0;0;1684;190;0;0;0;190;103;0;0;0;103
19/01/2021;70-80+;1372;0;0;0;1372;295;0;0;0;295;286;0;0;0;286
20/01/2021;0-19;1454;0;0;0;1454;17;0;0;0;17;0;0;0;0;0
20/01/2021;20-39;6280;0;1;0;6281;62;0;0;0;62;15;0;0;0;15
20/01/2021;40-49;2587;0;0;0;2587;61;0;0;0;61;18;0;0;0;18
20/01/2021;50-59;2320;0;0;0;2320;116;0;0;0;116;48;0;0;0;48
20/01/2021;60-69;1546;0;0;0;1546;176;0;0;0;176;105;0;0;0;105
20/01/2021;70-80+;1223;0;0;0;1223;274;0;0;0;274;261;0;0;0;261
21/01/2021;0-19;1425;0;0;0;1425;15;0;0;0;15;0;0;0;0;0
21/01/2021;20-39;6110;0;0;0;6110;57;0;0;0;57;13;0;0;0;13
21/01/2021;40-49;2541;0;0;0;2541;66;0;0;0;66;33;0;0;0;33
21/01/2021;50-59;2246;0;0;0;2246;138;0;0;0;138;64;0;0;0;64
21/01/2021;60-69;1599;0;0;0;1599;163;0;0;0;163;100;0;0;0;100
21/01/2021;70-80+;1308;0;0;0;1308;313;0;0;0;313;270;0;0;0;270
22/01/2021;0-19;1405;0;0;0;1405;10;0;0;0;10;1;0;0;0;1
22/01/2021;20-39;5759;0;0;0;5759;71;0;0;0;71;11;0;0;0;11
22/01/2021;40-49;2358;0;0;0;2358;69;0;0;0;69;20;0;0;0;20
22/01/2021;50-59;2188;0;0;0;2188;111;0;0;0;111;53;0;0;0;53
22/01/2021;60-69;1412;0;0;0;1412;175;0;0;0;175;90;0;0;0;90
22/01/2021;70-80+;1247;0;0;0;1247;304;0;0;0;304;242;0;0;0;242
23/01/2021;0-19;1378;0;0;0;1378;10;0;0;0;10;3;0;0;0;3
23/01/2021;20-39;5071;0;0;0;5071;56;0;0;0;56;12;0;0;0;12
23/01/2021;40-49;2113;0;0;0;2113;59;0;0;0;59;18;0;0;0;18
23/01/2021;50-59;1962;0;0;0;1962;116;0;0;0;116;43;0;0;0;43
23/01/2021;60-69;1280;0;0;0;1280;167;0;0;0;167;76;0;0;0;76
23/01/2021;70-80+;1148;0;0;0;1148;253;0;0;0;253;240;0;0;0;240
24/01/2021;0-19;804;0;0;0;804;7;0;0;0;7;2;0;0;0;2
24/01/2021;20-39;2989;0;0;0;2989;43;0;0;0;43;21;0;0;0;21
24/01/2021;40-49;1300;0;0;0;1300;46;0;0;0;46;22;0;0;0;22
24/01/2021;50-59;1220;0;0;0;1220;84;0;0;0;84;46;0;0;0;46
24/01/2021;60-69;818;0;0;0;818;130;0;0;0;130;86;0;0;0;86
24/01/2021;70-80+;729;0;0;0;729;223;0;0;0;223;242;0;0;0;242
25/01/2021;0-19;1306;0;0;0;1306;8;0;0;0;8;2;0;0;0;2
25/01/2021;20-39;5298;0;0;0;5298;54;0;0;0;54;16;0;0;0;16
25/01/2021;40-49;2200;0;0;0;2200;67;0;0;0;67;22;0;0;0;22
25/01/2021;50-59;1987;0;0;0;1987;100;0;0;0;100;47;0;0;0;47
25/01/2021;60-69;1329;0;0;0;1329;143;0;0;0;143;115;0;0;0;115
25/01/2021;70-80+;1189;0;0;0;1189;252;0;0;0;252;249;0;0;0;249
26/01/2021;0-19;1109;0;0;0;1109;8;0;0;0;8;1;0;0;0;1
26/01/2021;20-39;4630;0;0;0;4630;53;0;0;0;53;7;0;0;0;7
26/01/2021;40-49;1923;0;0;0;1923;54;0;0;0;54;25;0;0;0;25
26/01/2021;50-59;1774;0;0;0;1774;99;0;0;0;99;44;0;0;0;44
26/01/2021;60-69;1206;0;0;0;1206;151;0;0;0;151;111;0;0;0;111
26/01/2021;70-80+;1016;0;0;0;1016;201;0;0;0;201;231;0;0;0;231
27/01/2021;0-19;1179;0;0;0;1179;9;0;0;0;9;2;0;0;0;2
27/01/2021;20-39;4501;0;0;0;4501;34;0;0;0;34;17;0;0;0;17
27/01/2021;40-49;1888;0;0;0;1888;57;0;0;0;57;20;0;0;0;20
27/01/2021;50-59;1733;0;0;0;1733;80;0;0;0;80;44;0;0;0;44
27/01/2021;60-69;1222;0;0;0;1222;131;0;0;0;131;89;0;0;0;89
27/01/2021;70-80+;1026;0;0;0;1026;194;0;0;0;194;233;0;0;0;233
28/01/2021;0-19;1074;0;0;0;1074;8;0;0;0;8;1;0;0;0;1
28/01/2021;20-39;4274;0;1;0;4275;42;0;0;0;42;10;0;0;0;10
28/01/2021;40-49;1871;0;0;0;1871;43;0;0;0;43;20;0;0;0;20
28/01/2021;50-59;1597;0;0;0;1597;82;0;0;0;82;40;0;0;0;40
28/01/2021;60-69;1150;0;0;0;1150;121;0;0;0;121;82;0;0;0;82
28/01/2021;70-80+;937;0;0;0;937;201;0;0;0;201;214;0;0;0;214
29/01/2021;0-19;1022;0;0;0;1022;9;0;0;0;9;5;0;0;0;5
29/01/2021;20-39;3776;0;0;0;3776;31;0;0;0;31;19;0;0;0;19
29/01/2021;40-49;1612;0;0;0;1612;36;0;0;0;36;18;0;0;0;18
29/01/2021;50-59;1439;0;0;0;1439;100;0;0;0;100;52;0;0;0;52
29/01/2021;60-69;1000;0;0;0;1000;119;0;0;0;119;78;0;0;0;78
29/01/2021;70-80+;917;0;0;0;917;202;0;0;0;202;201;0;0;0;201
30/01/2021;0-19;879;0;0;0;879;13;0;0;0;13;1;0;0;0;1
30/01/2021;20-39;2887;0;0;0;2887;38;0;0;0;38;12;0;0;0;12
30/01/2021;40-49;1300;0;0;0;1300;35;0;0;0;35;19;0;0;0;19
30/01/2021;50-59;1178;0;0;0;1178;72;0;0;0;72;47;0;0;0;47
30/01/2021;60-69;807;0;0;0;807;105;0;0;0;105;77;0;0;0;77
30/01/2021;70-80+;737;0;0;0;737;152;0;0;0;152;198;0;0;0;198
31/01/2021;0-19;727;0;0;0;727;9;0;0;0;9;0;0;0;0;0
31/01/2021;20-39;2142;0;0;0;2142;32;0;0;0;32;10;0;0;0;10
31/01/2021;40-49;881;0;0;0;881;39;0;0;0;39;21;0;0;0;21
31/01/2021;50-59;863;0;0;0;863;57;0;0;0;57;47;0;0;0;47
31/01/2021;60-69;628;0;0;0;628;98;0;0;0;98;76;0;0;0;76
31/01/2021;70-80+;491;0;0;0;491;168;0;0;0;168;186;0;0;0;186
1/02/2021;0-19;801;0;0;0;801;3;0;0;0;3;1;0;0;0;1
1/02/2021;20-39;3191;0;0;0;3191;39;0;0;0;39;12;0;0;0;12
1/02/2021;40-49;1367;0;0;0;1367;48;0;0;0;48;12;0;0;0;12
1/02/2021;50-59;1193;0;0;0;1193;69;0;0;0;69;35;0;0;0;35
1/02/2021;60-69;785;0;1;0;786;95;0;0;0;95;94;0;0;0;94
1/02/2021;70-80+;662;0;0;0;662;166;0;0;0;166;170;0;0;0;170
2/02/2021;0-19;737;0;0;0;737;13;0;0;0;13;1;0;0;0;1
2/02/2021;20-39;2818;0;0;0;2818;37;0;0;0;37;19;0;0;0;19
2/02/2021;40-49;1130;0;0;0;1130;36;0;0;0;36;17;0;0;0;17
2/02/2021;50-59;964;0;0;0;964;75;0;0;0;75;32;0;0;0;32
2/02/2021;60-69;712;0;0;0;712;87;0;0;0;87;83;0;0;0;83
2/02/2021;70-80+;683;0;0;0;683;185;0;0;0;185;178;0;0;0;178
3/02/2021;0-19;746;0;0;0;746;7;0;0;0;7;1;0;0;0;1
3/02/2021;20-39;2834;0;0;0;2834;42;0;0;0;42;11;0;0;0;11
3/02/2021;40-49;1034;0;0;0;1034;34;0;0;0;34;12;0;0;0;12
3/02/2021;50-59;1022;0;0;0;1022;50;0;0;0;50;46;0;0;0;46
3/02/2021;60-69;747;0;0;0;747;100;0;0;0;100;75;0;0;0;75
3/02/2021;70-80+;604;0;0;0;604;153;0;0;0;153;183;0;0;0;183
4/02/2021;0-19;839;0;0;0;839;5;0;0;0;5;0;0;0;0;0
4/02/2021;20-39;2873;0;0;0;2873;44;0;0;0;44;14;0;0;0;14
4/02/2021;40-49;1165;0;0;0;1165;41;0;0;0;41;11;0;0;0;11
4/02/2021;50-59;1044;0;0;0;1044;56;0;0;0;56;29;0;0;0;29
4/02/2021;60-69;708;0;0;0;708;83;0;0;0;83;77;0;0;0;77
4/02/2021;70-80+;636;0;0;0;636;159;0;0;0;159;191;0;0;0;191
5/02/2021;0-19;618;0;0;0;618;6;0;0;0;6;4;0;0;0;4
5/02/2021;20-39;2309;0;0;0;2309;38;0;0;0;38;9;0;0;0;9
5/02/2021;40-49;973;0;0;0;973;28;0;0;0;28;19;0;0;0;19
5/02/2021;50-59;879;0;1;0;880;33;0;0;0;33;37;0;0;0;37
5/02/2021;60-69;597;0;0;0;597;69;0;0;0;69;58;0;0;0;58
5/02/2021;70-80+;536;0;0;0;536;143;0;0;0;143;183;0;0;0;183
6/02/2021;0-19;586;0;0;0;586;9;0;0;0;9;2;0;0;0;2
6/02/2021;20-39;1933;0;0;0;1933;36;0;0;0;36;8;0;0;0;8
6/02/2021;40-49;774;0;0;0;774;31;0;0;0;31;15;0;0;0;15
6/02/2021;50-59;714;0;0;0;714;67;0;0;0;67;33;0;0;0;33
6/02/2021;60-69;498;0;0;0;498;57;0;0;0;57;61;0;0;0;61
6/02/2021;70-80+;471;0;0;0;471;121;0;0;0;121;169;0;0;0;169
7/02/2021;0-19;412;0;0;0;412;4;0;0;0;4;1;0;0;0;1
7/02/2021;20-39;1323;0;0;0;1323;31;0;0;0;31;9;0;0;0;9
7/02/2021;40-49;583;0;0;0;583;40;0;0;0;40;17;0;0;0;17
7/02/2021;50-59;537;0;0;0;537;59;0;0;0;59;43;0;0;0;43
7/02/2021;60-69;356;0;0;0;356;67;0;0;0;67;76;0;0;0;76
7/02/2021;70-80+;314;0;0;0;314;119;0;0;0;119;160;0;0;0;160
8/02/2021;0-19;489;0;0;0;489;7;0;0;0;7;1;0;0;0;1
8/02/2021;20-39;1936;0;1;0;1937;34;0;0;0;34;5;0;0;0;5
8/02/2021;40-49;811;0;0;0;811;44;0;0;0;44;10;0;0;0;10
8/02/2021;50-59;743;0;0;0;743;37;0;0;0;37;29;0;0;0;29
8/02/2021;60-69;499;0;0;0;499;73;0;0;0;73;72;0;0;0;72
8/02/2021;70-80+;483;0;0;0;483;128;0;0;0;128;139;0;0;0;139
9/02/2021;0-19;632;0;0;0;632;6;0;0;0;6;2;0;0;0;2
9/02/2021;20-39;2377;0;0;0;2377;29;0;0;0;29;11;0;0;0;11
9/02/2021;40-49;959;0;0;0;959;29;0;0;0;29;14;0;0;0;14
9/02/2021;50-59;838;0;0;0;838;42;0;0;0;42;37;0;0;0;37
9/02/2021;60-69;524;0;0;0;524;62;0;0;0;62;54;0;0;0;54
9/02/2021;70-80+;513;0;0;0;513;99;0;0;0;99;157;0;0;0;157
10/02/2021;0-19;537;0;0;0;537;8;0;0;0;8;2;0;0;0;2
10/02/2021;20-39;2115;0;0;0;2115;37;0;0;0;37;9;0;0;0;9
10/02/2021;40-49;841;0;0;0;841;33;0;0;0;33;14;0;0;0;14
10/02/2021;50-59;778;0;0;0;778;50;0;0;0;50;25;0;0;0;25
10/02/2021;60-69;550;0;0;0;550;62;0;0;0;62;52;0;0;0;52
10/02/2021;70-80+;464;0;0;0;464;107;0;0;0;107;148;0;0;0;148
11/02/2021;0-19;559;0;0;0;559;7;0;0;0;7;0;0;0;0;0
11/02/2021;20-39;2083;0;0;0;2083;26;0;0;0;26;10;0;0;0;10
11/02/2021;40-49;803;0;0;0;803;30;0;0;0;30;10;0;0;0;10
11/02/2021;50-59;695;0;0;0;695;44;0;0;0;44;24;0;0;0;24
11/02/2021;60-69;518;0;0;0;518;68;0;0;0;68;51;0;0;0;51
11/02/2021;70-80+;459;0;0;0;459;99;0;0;0;99;111;0;0;0;111
12/02/2021;0-19;511;0;0;0;511;10;0;0;0;10;2;0;0;0;2
12/02/2021;20-39;1853;0;0;0;1853;29;0;0;0;29;9;0;0;0;9
12/02/2021;40-49;751;0;0;0;751;27;0;0;0;27;17;0;0;0;17
12/02/2021;50-59;693;0;0;0;693;34;0;0;0;34;34;0;0;0;34
12/02/2021;60-69;450;0;0;0;450;60;0;0;0;60;56;0;0;0;56
12/02/2021;70-80+;419;0;0;0;419;102;0;0;0;102;132;0;0;0;132
13/02/2021;0-19;509;0;0;0;509;6;0;0;0;6;1;0;0;0;1
13/02/2021;20-39;1642;0;0;0;1642;26;0;0;0;26;11;0;0;0;11
13/02/2021;40-49;698;0;0;0;698;34;0;0;0;34;14;0;0;0;14
13/02/2021;50-59;600;0;0;0;600;32;0;0;0;32;21;0;0;0;21
13/02/2021;60-69;431;0;0;0;431;58;0;0;0;58;54;0;0;0;54
13/02/2021;70-80+;396;0;0;0;396;89;0;0;0;89;121;0;0;0;121
14/02/2021;0-19;335;0;0;0;335;8;0;0;0;8;5;0;0;0;5
14/02/2021;20-39;1009;0;0;0;1009;17;0;0;0;17;3;0;0;0;3
14/02/2021;40-49;396;0;0;0;396;30;0;0;0;30;15;0;0;0;15
14/02/2021;50-59;397;0;0;0;397;36;0;0;0;36;22;0;0;0;22
14/02/2021;60-69;279;0;0;0;279;47;0;0;0;47;57;0;0;0;57
14/02/2021;70-80+;246;0;0;0;246;82;0;0;0;82;138;0;0;0;138
15/02/2021;0-19;324;0;0;0;324;7;0;0;0;7;1;0;0;0;1
15/02/2021;20-39;1440;0;0;0;1440;25;0;0;0;25;10;0;0;0;10
15/02/2021;40-49;510;0;0;0;510;34;0;0;0;34;5;0;0;0;5
15/02/2021;50-59;475;0;0;0;475;53;0;0;0;53;20;0;0;0;20
15/02/2021;60-69;293;0;0;0;293;68;0;0;0;68;44;0;0;0;44
15/02/2021;70-80+;259;0;0;0;259;93;0;0;0;93;110;0;0;0;110
16/02/2021;0-19;504;0;0;0;504;11;0;0;0;11;0;0;0;0;0
16/02/2021;20-39;1795;0;0;0;1795;26;0;0;0;26;8;0;0;0;8
16/02/2021;40-49;701;0;0;0;701;33;0;0;0;33;4;0;0;0;4
16/02/2021;50-59;673;0;0;0;673;47;0;0;0;47;29;0;0;0;29
16/02/2021;60-69;424;0;0;0;424;59;0;0;0;59;47;0;0;0;47
16/02/2021;70-80+;341;0;0;0;341;77;0;0;0;77;126;0;0;0;126
17/02/2021;0-19;437;0;0;0;437;8;0;0;0;8;0;0;0;0;0
17/02/2021;20-39;1689;0;0;0;1689;17;0;0;0;17;12;0;0;0;12
17/02/2021;40-49;649;0;0;0;649;30;0;0;0;30;8;0;0;0;8
17/02/2021;50-59;628;0;0;0;628;40;0;0;0;40;31;0;0;0;31
17/02/2021;60-69;428;0;0;0;428;49;0;0;0;49;56;0;0;0;56
17/02/2021;70-80+;365;0;0;0;365;100;0;0;0;100;122;0;0;0;122
18/02/2021;0-19;516;0;0;0;516;16;0;0;0;16;1;0;0;0;1
18/02/2021;20-39;1831;0;0;0;1831;44;0;0;0;44;9;0;0;0;9
18/02/2021;40-49;674;0;0;0;674;27;0;0;0;27;11;0;0;0;11
18/02/2021;50-59;641;0;0;0;641;40;0;0;0;40;31;0;0;0;31
18/02/2021;60-69;419;0;0;0;419;71;0;0;0;71;47;0;0;0;47
18/02/2021;70-80+;371;0;0;0;371;101;0;0;0;101;116;0;0;0;116
19/02/2021;0-19;433;0;0;0;433;4;0;0;0;4;0;0;0;0;0
19/02/2021;20-39;1660;0;0;0;1660;29;0;0;0;29;10;0;0;0;10
19/02/2021;40-49;647;0;0;0;647;21;0;0;0;21;6;0;0;0;6
19/02/2021;50-59;548;0;0;0;548;56;0;0;0;56;24;0;0;0;24
19/02/2021;60-69;380;0;0;0;380;57;0;0;0;57;59;0;0;0;59
19/02/2021;70-80+;343;0;0;0;343;106;0;0;0;106;88;0;0;0;88
20/02/2021;0-19;494;0;0;0;494;10;0;0;0;10;2;0;0;0;2
20/02/2021;20-39;1486;0;0;0;1486;23;0;0;0;23;5;0;0;0;5
20/02/2021;40-49;589;0;0;0;589;23;0;0;0;23;5;0;0;0;5
20/02/2021;50-59;552;0;0;0;552;45;0;0;0;45;19;0;0;0;19
20/02/2021;60-69;375;0;0;0;375;71;0;0;0;71;41;0;0;0;41
20/02/2021;70-80+;375;0;0;0;375;94;0;0;0;94;107;0;0;0;107
21/02/2021;0-19;261;0;0;0;261;6;0;0;0;6;1;0;0;0;1
21/02/2021;20-39;810;0;0;0;810;17;0;0;0;17;11;0;0;0;11
21/02/2021;40-49;302;0;0;0;302;18;0;0;0;18;9;0;0;0;9
21/02/2021;50-59;320;0;0;0;320;41;0;0;0;41;21;0;0;0;21
21/02/2021;60-69;237;0;0;0;237;47;0;0;0;47;37;0;0;0;37
21/02/2021;70-80+;177;0;0;0;177;67;0;0;0;67;109;0;0;0;109
22/02/2021;0-19;382;0;0;0;382;18;0;0;0;18;2;0;0;0;2
22/02/2021;20-39;1392;0;0;0;1392;30;0;0;0;30;9;0;0;0;9
22/02/2021;40-49;561;0;0;0;561;26;0;0;0;26;9;0;0;0;9
22/02/2021;50-59;487;0;0;0;487;44;0;0;0;44;24;0;0;0;24
22/02/2021;60-69;335;0;0;0;335;52;0;0;0;52;29;0;0;0;29
22/02/2021;70-80+;349;0;0;0;349;84;0;0;0;84;108;0;0;0;108
23/02/2021;0-19;379;0;0;0;379;7;0;0;0;7;3;0;0;0;3
23/02/2021;20-39;1510;0;0;0;1510;27;0;0;0;27;13;0;0;0;13
23/02/2021;40-49;533;0;0;0;533;22;0;0;0;22;16;0;0;0;16
23/02/2021;50-59;503;0;0;0;503;50;0;0;0;50;27;0;0;0;27
23/02/2021;60-69;340;0;0;0;340;46;0;0;0;46;35;0;0;0;35
23/02/2021;70-80+;285;0;0;0;285;85;0;0;0;85;103;0;0;0;103
24/02/2021;0-19;419;0;0;0;419;10;0;0;0;10;0;0;0;0;0
24/02/2021;20-39;1519;0;0;0;1519;20;0;0;0;20;7;0;0;0;7
24/02/2021;40-49;589;0;0;0;589;17;0;0;0;17;11;0;0;0;11
24/02/2021;50-59;552;0;0;0;552;37;0;0;0;37;24;0;0;0;24
24/02/2021;60-69;326;0;0;0;326;49;0;0;0;49;36;0;0;0;36
24/02/2021;70-80+;282;0;0;0;282;73;0;0;0;73;97;0;0;0;97
25/02/2021;0-19;434;0;0;0;434;4;0;0;0;4;3;0;0;0;3
25/02/2021;20-39;1593;0;0;0;1593;31;0;0;0;31;5;0;0;0;5
25/02/2021;40-49;566;0;0;0;566;13;0;0;0;13;6;0;0;0;6
25/02/2021;50-59;557;0;0;0;557;26;0;0;0;26;18;0;0;0;18
25/02/2021;60-69;375;0;0;0;375;44;0;0;0;44;36;0;0;0;36
25/02/2021;70-80+;334;0;0;0;334;81;0;0;0;81;89;0;0;0;89
26/02/2021;0-19;407;0;0;0;407;5;0;0;0;5;1;0;0;0;1
26/02/2021;20-39;1534;0;0;0;1534;25;0;0;0;25;6;0;0;0;6
26/02/2021;40-49;604;0;0;0;604;15;0;0;0;15;11;0;0;0;11
26/02/2021;50-59;544;0;0;0;544;40;0;0;0;40;22;0;0;0;22
26/02/2021;60-69;402;0;0;0;402;43;0;0;0;43;28;0;0;0;28
26/02/2021;70-80+;304;0;0;0;304;74;0;0;0;74;89;0;0;0;89
27/02/2021;0-19;359;0;0;0;359;4;0;0;0;4;4;0;0;0;4
27/02/2021;20-39;1274;0;0;0;1274;29;0;0;0;29;7;0;0;0;7
27/02/2021;40-49;517;0;0;0;517;17;0;0;0;17;6;0;0;0;6
27/02/2021;50-59;485;0;0;0;485;34;0;0;0;34;19;0;0;0;19
27/02/2021;60-69;312;0;0;0;312;50;0;0;0;50;31;0;0;0;31
27/02/2021;70-80+;265;0;0;0;265;59;0;0;0;59;83;0;0;0;83
28/02/2021;0-19;289;0;0;0;289;1;0;0;0;1;1;0;0;0;1
28/02/2021;20-39;752;0;0;0;752;17;0;0;0;17;4;0;0;0;4
28/02/2021;40-49;329;0;0;0;329;14;0;0;0;14;11;0;0;0;11
28/02/2021;50-59;311;0;0;0;311;31;0;0;0;31;18;0;0;0;18
28/02/2021;60-69;208;0;0;0;208;40;0;0;0;40;35;0;0;0;35
28/02/2021;70-80+;199;0;0;0;199;60;0;0;0;60;94;0;0;0;94
1/03/2021;0-19;346;0;0;0;346;5;0;0;0;5;0;0;0;0;0
1/03/2021;20-39;1339;0;0;0;1339;33;0;0;0;33;7;0;0;0;7
1/03/2021;40-49;558;0;0;0;558;34;0;0;0;34;5;0;0;0;5
1/03/2021;50-59;518;0;0;0;518;37;0;0;0;37;17;0;0;0;17
1/03/2021;60-69;288;0;0;0;288;40;0;0;0;40;38;0;0;0;38
1/03/2021;70-80+;260;0;0;0;260;96;0;0;0;96;61;0;0;0;61
2/03/2021;0-19;354;0;0;0;354;9;0;0;0;9;1;0;0;0;1
2/03/2021;20-39;1457;0;0;0;1457;11;0;0;0;11;5;0;0;0;5
2/03/2021;40-49;544;0;0;0;544;22;0;0;0;22;9;0;0;0;9
2/03/2021;50-59;503;0;0;0;503;41;0;0;0;41;16;0;0;0;16
2/03/2021;60-69;315;0;0;0;315;38;0;0;0;38;29;0;0;0;29
2/03/2021;70-80+;273;0;0;0;273;76;0;0;0;76;78;0;0;0;78
3/03/2021;0-19;379;0;0;0;379;6;0;0;0;6;1;0;0;0;1
3/03/2021;20-39;1568;0;0;0;1568;24;0;0;0;24;10;0;0;0;10
3/03/2021;40-49;621;0;0;0;621;29;0;0;0;29;13;0;0;0;13
3/03/2021;50-59;521;0;0;0;521;43;0;0;0;43;19;0;0;0;19
3/03/2021;60-69;344;0;0;0;344;38;0;0;0;38;42;0;0;0;42
3/03/2021;70-80+;300;0;0;0;300;97;0;0;0;97;61;0;0;0;61
4/03/2021;0-19;448;0;0;0;448;7;0;0;0;7;0;0;0;0;0
4/03/2021;20-39;1682;0;0;0;1682;28;0;0;0;28;4;0;0;0;4
4/03/2021;40-49;635;0;0;0;635;21;0;0;0;21;6;0;0;0;6
4/03/2021;50-59;556;0;0;0;556;39;0;0;0;39;19;0;0;0;19
4/03/2021;60-69;381;0;0;0;381;46;0;0;0;46;35;0;0;0;35
4/03/2021;70-80+;302;0;0;0;302;90;0;0;0;90;89;0;0;0;89
5/03/2021;0-19;424;0;0;0;424;10;0;0;0;10;1;0;0;0;1
5/03/2021;20-39;1542;0;1;0;1543;32;0;0;0;32;7;0;0;0;7
5/03/2021;40-49;589;0;0;0;589;12;0;0;0;12;10;0;0;0;10
5/03/2021;50-59;520;0;0;0;520;47;0;0;0;47;15;0;0;0;15
5/03/2021;60-69;350;0;0;0;350;59;0;0;0;59;35;0;0;0;35
5/03/2021;70-80+;284;0;0;0;284;88;0;0;0;88;91;0;0;0;91
6/03/2021;0-19;411;0;0;0;411;8;0;0;0;8;2;0;0;0;2
6/03/2021;20-39;1510;0;0;0;1510;16;0;0;0;16;5;0;0;0;5
6/03/2021;40-49;565;1;0;0;566;26;0;0;0;26;7;0;0;0;7
6/03/2021;50-59;466;0;0;0;466;49;0;0;0;49;16;0;0;0;16
6/03/2021;60-69;331;0;0;0;331;44;0;0;0;44;44;0;0;0;44
6/03/2021;70-80+;291;0;0;0;291;79;0;0;0;79;103;0;0;0;103
7/03/2021;0-19;274;0;0;0;274;5;0;0;0;5;2;0;0;0;2
7/03/2021;20-39;837;2;0;0;839;19;0;0;0;19;8;0;0;0;8
7/03/2021;40-49;317;0;0;0;317;19;0;0;0;19;9;0;0;0;9
7/03/2021;50-59;285;0;0;0;285;31;0;0;0;31;17;0;0;0;17
7/03/2021;60-69;184;0;0;0;184;44;0;0;0;44;37;0;0;0;37
7/03/2021;70-80+;145;0;0;0;145;80;0;0;0;80;77;0;0;0;77
8/03/2021;0-19;350;0;0;0;350;4;0;0;0;4;3;0;0;0;3
8/03/2021;20-39;1361;0;0;0;1361;24;1;0;0;25;10;0;0;0;10
8/03/2021;40-49;553;0;0;0;553;27;0;0;0;27;5;0;0;0;5
8/03/2021;50-59;514;0;0;0;514;40;0;0;0;40;16;0;0;0;16
8/03/2021;60-69;321;0;0;0;321;47;0;0;0;47;24;0;0;0;24
8/03/2021;70-80+;285;0;0;0;285;95;0;0;0;95;77;0;0;0;77
9/03/2021;0-19;368;0;0;0;368;8;0;0;0;8;0;0;0;0;0
9/03/2021;20-39;1479;0;0;0;1479;28;0;0;0;28;7;0;0;0;7
9/03/2021;40-49;602;0;0;0;602;36;0;0;0;36;5;0;0;0;5
9/03/2021;50-59;507;0;0;0;507;47;0;0;0;47;14;0;0;0;14
9/03/2021;60-69;354;0;0;0;354;43;0;0;0;43;28;0;0;0;28
9/03/2021;70-80+;287;0;0;0;287;87;0;0;0;87;87;0;0;0;87
10/03/2021;0-19;564;0;0;0;564;3;0;0;0;3;1;0;0;0;1
10/03/2021;20-39;2157;0;0;0;2157;23;0;0;0;23;6;0;0;0;6
10/03/2021;40-49;757;1;0;0;758;30;0;0;0;30;5;0;0;0;5
10/03/2021;50-59;657;0;0;0;657;49;0;0;0;49;14;0;0;0;14
10/03/2021;60-69;433;0;0;0;433;49;0;0;0;49;25;0;0;0;25
10/03/2021;70-80+;353;0;0;0;353;88;0;0;0;88;77;0;0;0;77
11/03/2021;0-19;498;0;0;0;498;9;0;0;0;9;1;0;0;0;1
11/03/2021;20-39;1927;0;0;0;1927;29;0;0;0;29;5;0;0;0;5
11/03/2021;40-49;723;0;0;0;723;34;0;0;0;34;9;0;0;0;9
11/03/2021;50-59;609;0;0;0;609;37;0;0;0;37;10;0;0;0;10
11/03/2021;60-69;401;0;0;0;401;67;0;0;0;67;32;0;0;0;32
11/03/2021;70-80+;316;0;0;0;316;101;0;0;0;101;67;0;0;0;67
12/03/2021;0-19;465;3;0;0;468;3;0;0;0;3;0;0;0;0;0
12/03/2021;20-39;1924;4;0;0;1928;24;0;0;0;24;12;0;0;0;12
