Dates;age_group;InfectadosNoVacunados;InfectadosPrimeraDosis;InfectadosEsquemaCompleto;InfectadosDosisRefuerzo;InfectadosTotal;HospitalizadosNoVacunados;HospitalizadosPrimeraDosis;HospitalizadosEsquemaCompleto;HospitalizadosDosisRefuerzo;HospitalizadosTotal;MuertesNoVacunados;MuertesPrimeraDosis;MuertesEsquemaCompleto;MuertesDosisRefuerzo;MuertesTotal
13/08/2020;40-49;2314;0;0;0;2314;62;0;0;0;62;22;0;0;0;22
13/08/2020;50-59;1885;0;0;0;1885;131;0;0;0;131;36;0;0;0;36
13/08/2020;60-69;1166;0;0;0;1166;145;0;0;0;145;95;0;0;0;95
13/08/2020;70-80+;856;0;0;0;856;187;0;0;0;187;178;0;0;0;178
14/08/2020;0-19;698;0;0;0;698;10;0;0;0;10;2;0;0;0;2
14/08/2020;20-39;3383;0;0;0;3383;79;0;0;0;79;12;0;0;0;12
14/08/2020;40-49;1270;0;0;0;1270;69;0;0;0;69;18;0;0;0;18
14/08/2020;50-59;1089;0;0;0;1089;114;0;0;0;114;52;0;0;0;52
14/08/2020;60-69;618;0;0;0;618;117;0;0;0;117;58;0;0;0;58
14/08/2020;70-80+;552;0;0;0;552;189;0;0;0;189;159;0;0;0;159
15/08/2020;0-19;1198;0;0;0;1198;15;0;0;0;15;1;0;0;0;1
15/08/2020;20-39;5059;0;0;0;5059;69;0;0;0;69;16;0;0;0;16
15/08/2020;40-49;1887;0;0;0;1887;64;0;0;0;64;31;0;0;0;31
15/08/2020;50-59;1563;0;0;0;1563;103;0;0;0;103;42;0;0;0;42
15/08/2020;60-69;911;0;0;0;911;109;0;0;0;109;72;0;0;0;72
15/08/2020;70-80+;806;0;0;0;806;199;0;0;0;199;145;0;0;0;145
16/08/2020;0-19;1566;0;0;0;1566;18;0;0;0;18;3;0;0;0;3
16/08/2020;20-39;5828;0;0;0;5828;75;0;0;0;75;14;0;0;0;14
16/08/2020;40-49;2199;0;0;0;2199;59;0;0;0;59;14;0;0;0;14
16/08/2020;50-59;1824;0;0;0;1824;89;0;0;0;89;41;0;0;0;41
16/08/2020;60-69;1148;0;0;0;1148;121;0;0;0;121;72;0;0;0;72
16/08/2020;70-80+;846;0;0;0;846;162;0;0;0;162;162;0;0;0;162
17/08/2020;0-19;1168;0;0;0;1168;14;0;0;0;14;1;0;0;0;1
17/08/2020;20-39;4298;0;0;0;4298;55;0;0;0;55;9;0;0;0;9
17/08/2020;40-49;1669;0;0;0;1669;76;0;0;0;76;14;0;0;0;14
17/08/2020;50-59;1367;0;0;0;1367;95;0;0;0;95;52;0;0;0;52
17/08/2020;60-69;870;0;0;0;870;116;0;0;0;116;70;0;0;0;70
17/08/2020;70-80+;744;0;0;0;744;190;0;0;0;190;156;0;0;0;156
18/08/2020;0-19;678;0;0;0;678;16;0;0;0;16;1;0;0;0;1
18/08/2020;20-39;3324;0;0;0;3324;87;0;0;0;87;15;0;0;0;15
18/08/2020;40-49;1309;0;0;0;1309;76;0;0;0;76;23;0;0;0;23
18/08/2020;50-59;1043;0;0;0;1043;111;0;0;0;111;46;0;0;0;46
18/08/2020;60-69;638;0;0;0;638;141;0;0;0;141;71;0;0;0;71
18/08/2020;70-80+;611;0;0;0;611;224;0;0;0;224;167;0;0;0;167
19/08/2020;0-19;1449;0;0;0;1449;9;0;0;0;9;2;0;0;0;2
19/08/2020;20-39;6053;0;0;0;6053;72;0;0;0;72;10;0;0;0;10
19/08/2020;40-49;2354;0;0;0;2354;74;0;0;0;74;19;0;0;0;19
19/08/2020;50-59;1843;0;0;0;1843;113;0;0;0;113;51;0;0;0;51
19/08/2020;60-69;1044;0;0;0;1044;119;0;0;0;119;79;0;0;0;79
19/08/2020;70-80+;1040;0;0;0;1040;172;0;0;0;172;174;0;0;0;174
20/08/2020;0-19;1189;0;0;0;1189;17;0;0;0;17;2;0;0;0;2
20/08/2020;20-39;5356;0;0;0;5356;71;0;0;0;71;16;0;0;0;16
20/08/2020;40-49;1997;0;0;0;1997;72;0;0;0;72;18;0;0;0;18
20/08/2020;50-59;1731;0;0;0;1731;97;0;0;0;97;38;0;0;0;38
20/08/2020;60-69;1007;0;0;0;1007;124;0;0;0;124;69;0;0;0;69
20/08/2020;70-80+;992;0;0;0;992;199;0;0;0;199;157;0;0;0;157
21/08/2020;0-19;1021;0;0;0;1021;11;0;0;0;11;3;0;0;0;3
21/08/2020;20-39;4824;0;0;0;4824;87;0;0;0;87;16;0;0;0;16
21/08/2020;40-49;1728;0;0;0;1728;60;0;0;0;60;22;0;0;0;22
21/08/2020;50-59;1412;0;0;0;1412;103;0;0;0;103;44;0;0;0;44
21/08/2020;60-69;831;0;0;0;831;127;0;0;0;127;72;0;0;0;72
21/08/2020;70-80+;676;0;0;0;676;178;0;0;0;178;163;0;0;0;163
22/08/2020;0-19;836;0;0;0;836;15;0;0;0;15;1;0;0;0;1
22/08/2020;20-39;4155;0;0;0;4155;63;0;0;0;63;8;0;0;0;8
22/08/2020;40-49;1411;0;0;0;1411;68;0;0;0;68;23;0;0;0;23
22/08/2020;50-59;1158;0;0;0;1158;79;0;0;0;79;36;0;0;0;36
22/08/2020;60-69;694;0;0;0;694;132;0;0;0;132;63;0;0;0;63
22/08/2020;70-80+;679;0;0;0;679;162;0;0;0;162;148;0;0;0;148
23/08/2020;0-19;812;0;0;0;812;17;0;0;0;17;4;0;0;0;4
23/08/2020;20-39;3484;0;0;0;3484;68;0;0;0;68;10;0;0;0;10
23/08/2020;40-49;1171;0;0;0;1171;61;0;0;0;61;15;0;0;0;15
23/08/2020;50-59;1038;0;0;0;1038;86;0;0;0;86;33;0;0;0;33
23/08/2020;60-69;564;0;0;0;564;104;0;0;0;104;56;0;0;0;56
23/08/2020;70-80+;461;0;0;0;461;146;0;0;0;146;160;0;0;0;160
24/08/2020;0-19;963;0;0;0;963;14;0;0;0;14;1;0;0;0;1
24/08/2020;20-39;4472;0;0;0;4472;83;0;0;0;83;14;0;0;0;14
24/08/2020;40-49;1625;0;0;0;1625;91;0;0;0;91;16;0;0;0;16
24/08/2020;50-59;1316;0;0;0;1316;101;0;0;0;101;31;0;0;0;31
24/08/2020;60-69;821;0;0;0;821;121;0;0;0;121;69;0;0;0;69
24/08/2020;70-80+;763;0;0;0;763;232;0;0;0;232;165;0;0;0;165
25/08/2020;0-19;947;0;0;0;947;26;0;0;0;26;1;0;0;0;1
25/08/2020;20-39;5024;0;0;0;5024;100;0;0;0;100;15;0;0;0;15
25/08/2020;40-49;1860;0;0;0;1860;75;0;0;0;75;17;0;0;0;17
25/08/2020;50-59;1495;0;0;0;1495;109;0;0;0;109;35;0;0;0;35
25/08/2020;60-69;885;0;0;0;885;135;0;0;0;135;67;0;0;0;67
25/08/2020;70-80+;785;0;0;0;785;181;0;0;0;181;162;0;0;0;162
26/08/2020;0-19;939;0;0;0;939;13;0;0;0;13;1;0;0;0;1
26/08/2020;20-39;4176;0;0;0;4176;73;0;0;0;73;10;0;0;0;10
26/08/2020;40-49;1602;0;0;0;1602;49;0;0;0;49;22;0;0;0;22
26/08/2020;50-59;1263;0;0;0;1263;100;0;0;0;100;30;0;0;0;30
26/08/2020;60-69;847;0;0;0;847;95;0;0;0;95;61;0;0;0;61
26/08/2020;70-80+;775;1;0;0;776;161;0;0;0;161;143;0;0;0;143
27/08/2020;0-19;878;0;0;0;878;11;0;0;0;11;1;0;0;0;1
27/08/2020;20-39;4074;0;0;0;4074;85;0;0;0;85;13;0;0;0;13
27/08/2020;40-49;1491;0;0;0;1491;62;0;0;0;62;18;0;0;0;18
27/08/2020;50-59;1165;0;0;0;1165;84;0;0;0;84;39;0;0;0;39
27/08/2020;60-69;694;0;0;0;694;104;0;0;0;104;72;0;0;0;72
27/08/2020;70-80+;654;0;0;0;654;218;1;0;0;219;165;0;0;0;165
28/08/2020;0-19;804;0;0;0;804;11;0;0;0;11;1;0;0;0;1
28/08/2020;20-39;4199;0;0;0;4199;56;0;0;0;56;7;0;0;0;7
28/08/2020;40-49;1545;0;0;0;1545;61;0;0;0;61;14;0;0;0;14
28/08/2020;50-59;1294;0;0;0;1294;98;0;0;0;98;39;0;0;0;39
28/08/2020;60-69;777;0;0;0;777;104;0;0;0;104;62;0;0;0;62
28/08/2020;70-80+;693;0;0;0;693;164;0;0;0;164;170;0;0;0;170
29/08/2020;0-19;662;0;0;0;662;8;0;0;0;8;0;0;0;0;0
29/08/2020;20-39;3164;0;0;0;3164;55;0;0;0;55;12;0;0;0;12
29/08/2020;40-49;1118;0;0;0;1118;60;0;0;0;60;18;0;0;0;18
29/08/2020;50-59;975;0;0;0;975;77;0;0;0;77;49;0;0;0;49
29/08/2020;60-69;572;0;0;0;572;90;0;0;0;90;57;0;0;0;57
29/08/2020;70-80+;514;0;0;0;514;146;0;0;0;146;146;0;0;0;146
30/08/2020;0-19;635;0;0;0;635;12;0;0;0;12;2;0;0;0;2
30/08/2020;20-39;2814;0;0;0;2814;57;0;0;0;57;11;0;0;0;11
30/08/2020;40-49;993;0;0;0;993;43;0;0;0;43;13;0;0;0;13
30/08/2020;50-59;806;0;0;0;806;78;0;0;0;78;36;0;0;0;36
30/08/2020;60-69;504;0;0;0;504;81;0;0;0;81;58;0;0;0;58
30/08/2020;70-80+;433;0;0;0;433;139;0;0;0;139;105;0;0;0;105
31/08/2020;0-19;974;0;0;0;974;17;0;0;0;17;2;0;0;0;2
31/08/2020;20-39;4275;0;0;0;4275;70;0;0;0;70;9;0;0;0;9
31/08/2020;40-49;1547;0;0;0;1547;47;0;0;0;47;12;0;0;0;12
31/08/2020;50-59;1175;0;0;0;1175;93;0;0;0;93;37;0;0;0;37
31/08/2020;60-69;727;0;0;0;727;107;0;0;0;107;55;0;0;0;55
31/08/2020;70-80+;668;0;0;0;668;184;0;0;0;184;151;0;0;0;151
1/09/2020;0-19;939;0;0;0;939;15;0;0;0;15;0;0;0;0;0
1/09/2020;20-39;4084;0;0;0;4084;64;0;0;0;64;12;0;0;0;12
1/09/2020;40-49;1451;0;0;0;1451;53;0;0;0;53;16;0;0;0;16
1/09/2020;50-59;1207;0;0;0;1207;73;0;0;0;73;26;0;0;0;26
1/09/2020;60-69;707;0;0;0;707;91;0;0;0;91;56;0;0;0;56
1/09/2020;70-80+;621;0;0;0;621;142;0;0;0;142;151;0;0;0;151
2/09/2020;0-19;945;0;0;0;945;17;0;0;0;17;3;0;0;0;3
2/09/2020;20-39;4258;0;0;0;4258;54;0;0;0;54;19;0;0;0;19
2/09/2020;40-49;1567;0;0;0;1567;52;0;0;0;52;19;0;0;0;19
2/09/2020;50-59;1291;0;0;0;1291;87;0;0;0;87;36;0;0;0;36
2/09/2020;60-69;840;0;0;0;840;104;0;0;0;104;60;0;0;0;60
2/09/2020;70-80+;816;0;0;0;816;149;0;0;0;149;121;0;0;0;121
3/09/2020;0-19;629;0;0;0;629;27;0;0;0;27;0;0;0;0;0
3/09/2020;20-39;2988;0;0;0;2988;65;0;0;0;65;9;0;0;0;9
3/09/2020;40-49;1120;0;0;0;1120;35;0;0;0;35;11;0;0;0;11
3/09/2020;50-59;920;0;0;0;920;88;0;0;0;88;30;0;0;0;30
3/09/2020;60-69;529;0;0;0;529;111;0;0;0;111;63;0;0;0;63
3/09/2020;70-80+;437;0;0;0;437;168;0;0;0;168;135;0;0;0;135
4/09/2020;0-19;767;0;0;0;767;13;0;0;0;13;0;0;0;0;0
4/09/2020;20-39;3804;0;0;0;3804;80;0;0;0;80;9;0;0;0;9
4/09/2020;40-49;1377;0;0;0;1377;54;0;0;0;54;18;0;0;0;18
4/09/2020;50-59;1166;0;0;0;1166;89;0;0;0;89;37;0;0;0;37
4/09/2020;60-69;684;0;0;0;684;124;0;0;0;124;62;0;0;0;62
4/09/2020;70-80+;619;0;0;0;619;180;0;0;0;180;132;0;0;0;132
5/09/2020;0-19;810;0;0;0;810;15;0;0;0;15;0;0;0;0;0
5/09/2020;20-39;3392;0;0;0;3392;56;0;0;0;56;6;0;0;0;6
5/09/2020;40-49;1192;0;0;0;1192;46;0;0;0;46;10;0;0;0;10
5/09/2020;50-59;963;0;0;0;963;69;0;0;0;69;27;0;0;0;27
5/09/2020;60-69;591;0;0;0;591;115;0;0;0;115;67;0;0;0;67
5/09/2020;70-80+;522;0;0;0;522;167;0;0;0;167;133;0;0;0;133
6/09/2020;0-19;363;0;0;0;363;12;0;0;0;12;0;0;0;0;0
6/09/2020;20-39;1771;0;0;0;1771;60;0;0;0;60;5;0;0;0;5
6/09/2020;40-49;655;0;0;0;655;43;0;0;0;43;9;0;0;0;9
6/09/2020;50-59;506;0;0;0;506;69;0;0;0;69;34;0;0;0;34
6/09/2020;60-69;344;0;0;0;344;89;0;0;0;89;50;0;0;0;50
6/09/2020;70-80+;327;0;0;0;327;138;0;0;0;138;140;0;0;0;140
7/09/2020;0-19;790;0;0;0;790;16;0;0;0;16;1;0;0;0;1
7/09/2020;20-39;3652;0;0;0;3652;77;0;0;0;77;13;0;0;0;13
7/09/2020;40-49;1367;0;0;0;1367;59;0;0;0;59;18;0;0;0;18
7/09/2020;50-59;1123;0;0;0;1123;100;0;0;0;100;35;0;0;0;35
7/09/2020;60-69;687;0;0;0;687;126;0;0;0;126;54;0;0;0;54
7/09/2020;70-80+;611;0;0;0;611;147;0;0;0;147;124;0;0;0;124
8/09/2020;0-19;705;0;0;0;705;11;0;0;0;11;3;0;0;0;3
8/09/2020;20-39;3327;0;0;0;3327;57;0;0;0;57;12;0;0;0;12
8/09/2020;40-49;1198;0;0;0;1198;59;0;0;0;59;13;0;0;0;13
8/09/2020;50-59;973;0;0;0;973;96;0;0;0;96;22;0;0;0;22
8/09/2020;60-69;600;0;0;0;600;97;0;0;0;97;54;0;0;0;54
8/09/2020;70-80+;596;0;0;0;596;146;0;0;0;146;136;0;0;0;136
9/09/2020;0-19;845;0;0;0;845;13;0;0;0;13;1;0;0;0;1
9/09/2020;20-39;4185;0;0;0;4185;67;0;0;0;67;6;0;0;0;6
9/09/2020;40-49;1501;0;0;0;1501;56;0;0;0;56;16;0;0;0;16
9/09/2020;50-59;1194;0;0;0;1194;88;0;0;0;88;25;0;0;0;25
9/09/2020;60-69;659;0;0;0;659;104;0;0;0;104;69;0;0;0;69
9/09/2020;70-80+;556;0;0;0;556;152;0;0;0;152;99;0;0;0;99
10/09/2020;0-19;981;0;0;0;981;16;0;0;0;16;0;0;0;0;0
10/09/2020;20-39;4694;0;0;0;4694;65;0;0;0;65;15;0;0;0;15
10/09/2020;40-49;1439;0;0;0;1439;52;0;0;0;52;11;0;0;0;11
10/09/2020;50-59;1178;0;0;0;1178;85;0;0;0;85;32;0;0;0;32
10/09/2020;60-69;697;0;0;0;697;82;0;0;0;82;53;0;0;0;53
10/09/2020;70-80+;615;0;0;0;615;165;0;0;0;165;111;0;0;0;111
11/09/2020;0-19;592;0;0;0;592;12;0;0;0;12;1;0;0;0;1
11/09/2020;20-39;2829;0;0;0;2829;57;0;0;0;57;7;0;0;0;7
11/09/2020;40-49;1315;0;0;0;1315;55;0;0;0;55;15;0;0;0;15
11/09/2020;50-59;1177;0;0;0;1177;71;0;0;0;71;25;0;0;0;25
11/09/2020;60-69;647;0;0;0;647;108;0;0;0;108;48;0;0;0;48
11/09/2020;70-80+;569;0;0;0;569;151;0;0;0;151;133;0;0;0;133
12/09/2020;0-19;728;0;0;0;728;17;0;0;0;17;4;0;0;0;4
12/09/2020;20-39;2941;0;0;0;2941;61;0;0;0;61;13;0;0;0;13
12/09/2020;40-49;1090;0;0;0;1090;57;0;0;0;57;11;0;0;0;11
12/09/2020;50-59;848;0;0;0;848;82;0;0;0;82;23;0;0;0;23
12/09/2020;60-69;487;0;0;0;487;90;0;0;0;90;54;0;0;0;54
12/09/2020;70-80+;483;0;0;0;483;144;0;0;0;144;113;0;0;0;113
13/09/2020;0-19;328;0;0;0;328;14;0;0;0;14;1;0;0;0;1
13/09/2020;20-39;1740;0;0;0;1740;46;0;0;0;46;7;0;0;0;7
13/09/2020;40-49;587;0;0;0;587;54;0;0;0;54;3;0;0;0;3
13/09/2020;50-59;494;0;0;0;494;72;0;0;0;72;24;0;0;0;24
13/09/2020;60-69;277;0;0;0;277;74;0;0;0;74;52;0;0;0;52
13/09/2020;70-80+;271;0;0;0;271;139;0;0;0;139;125;0;0;0;125
14/09/2020;0-19;768;0;0;0;768;18;0;0;0;18;2;0;0;0;2
14/09/2020;20-39;3693;0;0;0;3693;66;0;0;0;66;8;0;0;0;8
14/09/2020;40-49;1359;0;0;0;1359;60;0;0;0;60;12;0;0;0;12
14/09/2020;50-59;1019;0;0;0;1019;81;0;0;0;81;31;0;0;0;31
14/09/2020;60-69;639;0;0;0;639;115;0;0;0;115;43;0;0;0;43
14/09/2020;70-80+;540;0;0;0;540;181;0;0;0;181;123;0;0;0;123
15/09/2020;0-19;887;0;0;0;887;16;0;0;0;16;2;0;0;0;2
15/09/2020;20-39;3811;0;0;0;3811;52;0;0;0;52;5;0;0;0;5
15/09/2020;40-49;1428;0;0;0;1428;55;0;0;0;55;12;0;0;0;12
15/09/2020;50-59;1093;0;0;0;1093;82;0;0;0;82;25;0;0;0;25
15/09/2020;60-69;645;0;0;0;645;94;0;0;0;94;43;0;0;0;43
15/09/2020;70-80+;607;0;0;0;607;172;0;0;0;172;119;0;0;0;119
16/09/2020;0-19;735;0;0;0;735;18;0;0;0;18;2;0;0;0;2
16/09/2020;20-39;3483;0;0;0;3483;56;0;0;0;56;10;0;0;0;10
16/09/2020;40-49;1244;0;0;0;1244;48;0;0;0;48;13;0;0;0;13
16/09/2020;50-59;1061;0;0;0;1061;94;0;0;0;94;26;0;0;0;26
16/09/2020;60-69;589;0;0;0;589;91;0;0;0;91;36;0;0;0;36
16/09/2020;70-80+;529;0;0;0;529;147;0;0;0;147;130;0;0;0;130
17/09/2020;0-19;747;0;0;0;747;15;0;0;0;15;5;0;0;0;5
17/09/2020;20-39;3899;0;0;0;3899;56;0;0;0;56;10;0;0;0;10
17/09/2020;40-49;1350;0;0;0;1350;47;0;0;0;47;19;0;0;0;19
17/09/2020;50-59;1203;0;0;0;1203;59;0;0;0;59;27;0;0;0;27
17/09/2020;60-69;669;0;0;0;669;71;0;0;0;71;39;0;0;0;39
17/09/2020;70-80+;561;0;0;0;561;164;0;0;0;164;121;0;0;0;121
18/09/2020;0-19;729;0;0;0;729;21;0;0;0;21;3;0;0;0;3
18/09/2020;20-39;3484;0;0;0;3484;59;0;0;0;59;11;0;0;0;11
18/09/2020;40-49;1228;0;0;0;1228;45;0;0;0;45;10;0;0;0;10
18/09/2020;50-59;1035;0;0;0;1035;71;0;0;0;71;19;0;0;0;19
18/09/2020;60-69;653;0;0;0;653;84;0;0;0;84;46;0;0;0;46
18/09/2020;70-80+;578;0;0;0;578;168;0;0;0;168;104;0;0;0;104
19/09/2020;0-19;619;0;0;0;619;10;0;0;0;10;0;0;0;0;0
19/09/2020;20-39;2626;0;0;0;2626;40;0;0;0;40;12;0;0;0;12
19/09/2020;40-49;924;0;0;0;924;50;0;0;0;50;9;0;0;0;9
19/09/2020;50-59;813;0;0;0;813;73;0;0;0;73;35;0;0;0;35
19/09/2020;60-69;486;0;0;0;486;99;0;0;0;99;46;0;0;0;46
19/09/2020;70-80+;445;0;0;0;445;135;0;0;0;135;118;0;0;0;118
20/09/2020;0-19;415;0;0;0;415;12;0;0;0;12;3;0;0;0;3
20/09/2020;20-39;1887;0;0;0;1887;56;0;0;0;56;9;0;0;0;9
20/09/2020;40-49;716;0;0;0;716;42;0;0;0;42;5;0;0;0;5
20/09/2020;50-59;603;0;0;0;603;63;0;0;0;63;19;0;0;0;19
20/09/2020;60-69;392;0;0;0;392;84;0;0;0;84;39;0;0;0;39
20/09/2020;70-80+;334;0;0;0;334;136;0;0;0;136;99;0;0;0;99
21/09/2020;0-19;710;0;0;0;710;15;0;0;0;15;0;0;0;0;0
21/09/2020;20-39;3655;0;0;0;3655;55;0;0;0;55;13;0;0;0;13
21/09/2020;40-49;1303;0;0;0;1303;58;0;0;0;58;18;0;0;0;18
21/09/2020;50-59;1058;0;0;0;1058;86;0;0;0;86;27;0;0;0;27
21/09/2020;60-69;633;0;0;0;633;114;0;0;0;114;54;0;0;0;54
21/09/2020;70-80+;585;0;0;0;585;144;0;0;0;144;121;0;0;0;121
22/09/2020;0-19;761;0;0;0;761;13;0;0;0;13;1;0;0;0;1
22/09/2020;20-39;3493;0;0;0;3493;77;0;0;0;77;9;0;0;0;9
22/09/2020;40-49;1178;0;0;0;1178;56;0;0;0;56;19;0;0;0;19
22/09/2020;50-59;951;0;0;0;951;82;0;0;0;82;25;0;0;0;25
22/09/2020;60-69;666;0;0;0;666;107;0;0;0;107;46;0;0;0;46
22/09/2020;70-80+;618;0;0;0;618;175;0;0;0;175;105;0;0;0;105
23/09/2020;0-19;1158;0;0;0;1158;11;0;0;0;11;4;0;0;0;4
23/09/2020;20-39;5131;0;0;0;5131;52;0;0;0;52;8;0;0;0;8
23/09/2020;40-49;1398;0;0;0;1398;35;0;0;0;35;15;0;0;0;15
23/09/2020;50-59;1173;0;0;0;1173;70;0;0;0;70;22;0;0;0;22
23/09/2020;60-69;724;0;0;0;724;104;0;0;0;104;44;0;0;0;44
23/09/2020;70-80+;644;0;0;0;644;141;0;0;0;141;104;0;0;0;104
24/09/2020;0-19;704;0;0;0;704;19;0;0;0;19;1;0;0;0;1
24/09/2020;20-39;3476;0;0;0;3476;53;0;0;0;53;7;0;0;0;7
24/09/2020;40-49;1563;0;0;0;1563;38;0;0;0;38;6;0;0;0;6
24/09/2020;50-59;1292;0;0;0;1292;78;0;0;0;78;23;0;0;0;23
24/09/2020;60-69;819;0;0;0;819;82;0;0;0;82;42;0;0;0;42
24/09/2020;70-80+;754;0;0;0;754;145;0;0;0;145;114;0;0;0;114
25/09/2020;0-19;572;0;0;0;572;9;0;0;0;9;1;0;0;0;1
25/09/2020;20-39;2795;0;0;0;2795;37;0;0;0;37;10;0;0;0;10
25/09/2020;40-49;966;0;0;0;966;36;0;0;0;36;10;0;0;0;10
25/09/2020;50-59;828;0;0;0;828;69;0;0;0;69;30;0;0;0;30
25/09/2020;60-69;507;0;0;0;507;75;0;0;0;75;31;0;0;0;31
25/09/2020;70-80+;433;0;0;0;433;135;0;0;0;135;106;0;0;0;106
26/09/2020;0-19;644;0;0;0;644;8;0;0;0;8;2;0;0;0;2
26/09/2020;20-39;2990;0;0;0;2990;55;0;0;0;55;5;0;0;0;5
26/09/2020;40-49;1119;0;0;0;1119;43;0;0;0;43;16;0;0;0;16
26/09/2020;50-59;867;0;0;0;867;67;0;0;0;67;23;0;0;0;23
26/09/2020;60-69;556;0;0;0;556;89;0;0;0;89;51;0;0;0;51
26/09/2020;70-80+;534;0;0;0;534;156;0;0;0;156;103;0;0;0;103
27/09/2020;0-19;451;0;0;0;451;10;0;0;0;10;2;0;0;0;2
27/09/2020;20-39;1839;0;0;0;1839;46;0;0;0;46;8;0;0;0;8
27/09/2020;40-49;735;0;0;0;735;31;0;0;0;31;9;0;0;0;9
27/09/2020;50-59;573;0;0;0;573;59;0;0;0;59;23;0;0;0;23
27/09/2020;60-69;379;0;0;0;379;88;0;0;0;88;50;0;0;0;50
27/09/2020;70-80+;330;0;0;0;330;126;0;0;0;126;108;0;0;0;108
28/09/2020;0-19;690;0;0;0;690;21;0;0;0;21;3;0;0;0;3
28/09/2020;20-39;3293;0;0;0;3293;73;0;0;0;73;10;0;0;0;10
28/09/2020;40-49;1123;0;0;0;1123;45;0;0;0;45;8;0;0;0;8
28/09/2020;50-59;908;0;0;0;908;88;0;0;0;88;32;0;0;0;32
28/09/2020;60-69;585;0;0;0;585;83;0;0;0;83;44;0;0;0;44
28/09/2020;70-80+;485;0;0;0;485;151;0;0;0;151;112;0;0;0;112
29/09/2020;0-19;693;0;0;0;693;11;0;0;0;11;1;0;0;0;1
29/09/2020;20-39;3422;0;0;0;3422;46;0;0;0;46;7;0;0;0;7
29/09/2020;40-49;1195;0;0;0;1195;46;0;0;0;46;16;0;0;0;16
29/09/2020;50-59;964;0;0;0;964;68;0;0;0;68;22;0;0;0;22
29/09/2020;60-69;659;0;0;0;659;70;0;0;0;70;46;0;0;0;46
29/09/2020;70-80+;530;0;0;0;530;129;0;0;0;129;107;0;0;0;107
30/09/2020;0-19;765;0;0;0;765;14;0;0;0;14;0;0;0;0;0
30/09/2020;20-39;3742;0;0;0;3742;61;0;0;0;61;10;0;0;0;10
30/09/2020;40-49;1292;0;0;0;1292;45;0;0;0;45;13;0;0;0;13
30/09/2020;50-59;1041;0;0;0;1041;61;0;0;0;61;22;0;0;0;22
30/09/2020;60-69;592;0;0;0;592;82;0;0;0;82;48;0;0;0;48
30/09/2020;70-80+;533;0;0;0;533;145;0;0;0;145;100;0;0;0;100
1/10/2020;0-19;865;0;0;0;865;19;0;0;0;19;1;0;0;0;1
1/10/2020;20-39;4167;0;0;0;4167;61;0;0;0;61;10;0;0;0;10
1/10/2020;40-49;1420;0;0;0;1420;62;0;0;0;62;6;0;0;0;6
1/10/2020;50-59;1157;0;0;0;1157;85;0;0;0;85;32;0;0;0;32
1/10/2020;60-69;664;0;0;0;664;88;0;0;0;88;51;0;0;0;51
1/10/2020;70-80+;643;0;0;0;643;157;0;0;0;157;109;0;0;0;109
2/10/2020;0-19;1013;0;0;0;1013;15;0;0;0;15;0;0;0;0;0
2/10/2020;20-39;4632;0;0;0;4632;63;0;0;0;63;10;0;0;0;10
2/10/2020;40-49;1719;0;0;0;1719;53;0;0;0;53;11;0;0;0;11
2/10/2020;50-59;1356;0;0;0;1356;74;0;0;0;74;22;0;0;0;22
2/10/2020;60-69;774;0;0;0;774;85;0;0;0;85;38;0;0;0;38
2/10/2020;70-80+;707;0;0;0;707;152;0;0;0;152;127;0;0;0;127
3/10/2020;0-19;812;0;0;0;812;12;0;0;0;12;0;0;0;0;0
3/10/2020;20-39;3755;0;0;0;3755;48;0;0;0;48;3;0;0;0;3
3/10/2020;40-49;1378;0;0;0;1378;51;0;0;0;51;6;0;0;0;6
3/10/2020;50-59;1111;0;0;0;1111;65;0;0;0;65;28;0;0;0;28
3/10/2020;60-69;700;0;0;0;700;86;0;0;0;86;35;0;0;0;35
3/10/2020;70-80+;620;0;0;0;620;159;0;0;0;159;108;0;0;0;108
4/10/2020;0-19;482;0;0;0;482;15;0;0;0;15;2;0;0;0;2
4/10/2020;20-39;2105;0;0;0;2105;50;0;0;0;50;2;0;0;0;2
4/10/2020;40-49;772;0;0;0;772;43;0;0;0;43;12;0;0;0;12
4/10/2020;50-59;711;0;0;0;711;66;0;0;0;66;32;0;0;0;32
4/10/2020;60-69;403;0;0;0;403;98;0;0;0;98;37;0;0;0;37
4/10/2020;70-80+;459;0;0;0;459;139;0;0;0;139;107;0;0;0;107
5/10/2020;0-19;497;0;0;0;497;14;0;0;0;14;0;0;0;0;0
5/10/2020;20-39;2934;1;0;0;2935;67;0;0;0;67;9;0;0;0;9
5/10/2020;40-49;985;0;0;0;985;48;0;0;0;48;4;0;0;0;4
5/10/2020;50-59;857;0;0;0;857;94;0;0;0;94;29;0;0;0;29
5/10/2020;60-69;488;0;0;0;488;114;0;0;0;114;44;0;0;0;44
5/10/2020;70-80+;354;0;0;0;354;185;0;0;0;185;101;0;0;0;101
6/10/2020;0-19;524;0;0;0;524;10;0;0;0;10;2;0;0;0;2
6/10/2020;20-39;2730;0;0;0;2730;54;0;0;0;54;15;0;0;0;15
6/10/2020;40-49;1000;0;0;0;1000;43;0;0;0;43;15;0;0;0;15
6/10/2020;50-59;784;0;0;0;784;86;0;0;0;86;18;0;0;0;18
6/10/2020;60-69;406;0;0;0;406;88;0;0;0;88;37;0;0;0;37
