"x","y","ymin","ymax","se","flipped_aes","PANEL","group","colour","fill","linewidth","linetype","weight","alpha"
0.81,807.142920587705,669.894186877443,944.391654297967,66.1562188726876,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.837873417721519,827.325890740187,704.172583218283,950.479198262091,59.3619842388777,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.865746835443038,846.599292360946,736.335622939722,956.862961782169,53.1489599265478,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.893620253164557,864.669840613863,765.879295270378,963.460385957349,47.6187194126889,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.921493670886076,881.665572569156,792.787082270759,970.544062867553,42.8409406651974,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.949367088607595,897.706771391729,816.976077435884,978.437465347574,38.9135645532555,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
0.977240506329114,912.832978047365,838.254553285743,987.411402808987,35.9480663925516,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.00511392405063,927.032960266319,856.426797148367,997.639123384271,34.0333688677425,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.03298734177215,940.295485778847,871.430247258929,1009.16072429876,33.1942136665619,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.06086075949367,952.534191705321,883.327187827118,1021.74119558352,33.3589503692956,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.08873417721519,963.689210783164,892.381080880126,1034.9973406862,34.3717287711103,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.11660759493671,974.004959522669,899.190817783302,1048.81910126204,36.0616859761361,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.14448101265823,983.427354233648,904.099275128359,1062.75543333894,38.237480391755,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.17235443037975,992.001079722962,907.490297426553,1076.51186201937,40.7356312846279,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.20022784810127,999.381944617473,909.331279202241,1089.4326100327,43.4059489642912,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.22810126582278,1005.86332946901,910.079443874872,1101.64721506314,46.1694583880032,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.2559746835443,1011.87352350501,910.281073797642,1113.46597321238,48.9692848667113,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.28384810126582,1017.51092976899,910.387997740872,1124.63386179712,51.6350712021662,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.31172151898734,1022.64042767916,910.520974731373,1134.75988062695,54.0434790805311,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.33959493670886,1027.25215445381,910.687750286438,1143.81655862118,56.1860210028621,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.36746835443038,1031.33624731123,910.866132249285,1151.80636237317,58.0686399371848,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.3953417721519,1034.88284346972,911.013739805161,1158.75194713427,59.7070101272877,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.42321518987342,1037.88208014757,911.07432736828,1164.68983292686,61.1234888718917,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.45108860759494,1040.32409456308,910.982081695402,1169.66610743076,62.3450452429822,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.47896202531646,1042.19902393455,910.664733995644,1173.73331387346,63.4017599960654,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.50683544303797,1043.49700548027,910.046000528632,1176.94801043191,64.3256491604376,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.53470886075949,1044.20817641853,909.047667549001,1179.36868528806,65.1496590605552,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.56258227848101,1044.32267396763,907.591511038711,1181.05383689656,65.9067409724787,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.59045569620253,1043.83063534587,905.601155203345,1182.0601154884,66.6289552971163,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.61832911392405,1042.72219777154,903.003908329621,1182.44048721346,67.3465866457466,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.64620253164557,1040.98749846293,899.732562152191,1182.24243477368,68.087276514686,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.67407594936709,1038.61667463835,895.727099525313,1181.50624975139,68.8752001585614,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.70194936708861,1035.59986351608,890.936226925522,1180.26350010664,69.730327898015,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.72982278481013,1031.92720231442,885.318636509839,1178.53576811901,70.6678167862299,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.75769620253165,1027.58882825167,878.843909447612,1176.33374705573,71.6975751876516,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
1.78556962025316,1022.57487854612,871.492997277254,1173.65675981499,72.8240307558721,FALSE,"1",-1,"#3366FF","grey60",1,1,1,0.4
