Dates;InfectadosNoVacunados;InfectadosPrimeraDosis;InfectadosEsquemaCompleto;InfectadosDosisRefuerzo;InfectadosTotal;HospitalizadosNoVacunados;HospitalizadosPrimeraDosis;HospitalizadosEsquemaCompleto;HospitalizadosDosisRefuerzo;HospitalizadosTotal;MuertesNoVacunados;MuertesPrimeraDosis;MuertesEsquemaCompleto;MuertesDosisRefuerzo;MuertesTotal
21/04/2021 0:00;119063;1183;669;0;120915;6264;533;23;0;6820;2756;619;18;0;3393
22/04/2021 0:00;119889;1167;695;0;121751;6411;541;29;0;6981;2821;660;21;0;3502
23/04/2021 0:00;122654;1113;736;0;124503;6514;530;37;0;7081;2904;657;30;0;3591
24/04/2021 0:00;124213;1047;751;0;126011;6448;503;50;0;7001;2927;671;44;0;3642
25/04/2021 0:00;124552;1009;747;0;126308;6354;476;68;0;6898;2917;674;61;0;3652
26/04/2021 0:00;124961;977;791;0;126729;6304;461;84;0;6849;2890;664;82;0;3636
27/04/2021 0:00;125280;946;836;0;127062;6201;456;99;0;6756;2869;677;101;0;3647
28/04/2021 0:00;125165;902;869;0;126936;6166;430;119;0;6715;2885;655;120;0;3660
29/04/2021 0:00;122828;885;880;0;124593;6084;401;124;0;6609;2866;634;145;0;3645
30/04/2021 0:00;121247;874;927;0;123048;5970;358;140;0;6468;2847;625;153;0;3625
1/05/2021 0:00;119831;901;995;0;121727;5833;337;141;0;6311;2870;601;154;0;3625
2/05/2021 0:00;114705;925;1075;0;116705;5740;341;147;0;6228;2929;592;151;0;3672
3/05/2021 0:00;113392;933;1097;0;115422;5658;344;147;0;6149;3000;607;165;0;3772
4/05/2021 0:00;111675;950;1179;0;113804;5588;326;159;0;6073;3028;578;170;0;3776
5/05/2021 0:00;108969;971;1257;0;111197;5469;325;165;0;5959;2993;580;183;0;3756
6/05/2021 0:00;106608;988;1398;0;108994;5416;339;190;0;5945;3003;574;181;0;3758
7/05/2021 0:00;105923;1022;1552;0;108497;5323;359;192;0;5874;3019;573;191;0;3783
8/05/2021 0:00;104891;1060;1696;0;107647;5428;368;204;0;6000;3058;587;207;0;3852
9/05/2021 0:00;108479;1072;1744;0;111295;5483;369;216;0;6068;3036;570;222;0;3828
10/05/2021 0:00;108679;1111;1888;0;111678;5498;352;225;0;6075;3018;543;211;0;3772
11/05/2021 0:00;109882;1123;2092;0;113097;5633;359;240;0;6232;3045;544;216;0;3805
12/05/2021 0:00;110948;1130;2246;0;114324;5737;360;253;0;6350;3128;534;209;0;3871
13/05/2021 0:00;112574;1129;2406;0;116109;5834;346;249;0;6429;3120;511;227;0;3858
14/05/2021 0:00;112540;1141;2493;0;116174;6077;346;265;0;6688;3136;488;226;0;3850
15/05/2021 0:00;113264;1113;2601;0;116978;6231;348;284;0;6863;3127;478;224;0;3829
16/05/2021 0:00;112273;1115;2725;0;116113;6277;340;280;0;6897;3141;468;222;0;3831
17/05/2021 0:00;112540;1105;2821;0;116466;6554;347;295;0;7196;3176;458;230;0;3864
18/05/2021 0:00;104381;1063;2736;0;108180;6907;324;297;0;7528;3148;447;229;0;3824
19/05/2021 0:00;104522;1099;2868;0;108489;7156;319;327;0;7802;3134;432;247;0;3813
20/05/2021 0:00;106215;1158;2953;0;110326;7249;334;356;0;7939;3151;444;236;0;3831
21/05/2021 0:00;109792;1216;3166;0;114174;7288;321;382;0;7991;3150;429;247;0;3826
22/05/2021 0:00;114551;1291;3320;0;119162;7248;322;391;0;7961;3181;415;263;0;3859
23/05/2021 0:00;118436;1343;3492;0;123271;7174;325;422;0;7921;3173;427;268;0;3868
24/05/2021 0:00;122151;1401;3617;0;127169;6968;336;441;0;7745;3191;432;285;0;3908
25/05/2021 0:00;135545;1520;3911;0;140976;6538;359;453;0;7350;3185;437;294;0;3916
26/05/2021 0:00;140476;1605;4146;0;146227;6321;374;445;0;7140;3148;431;290;0;3869
27/05/2021 0:00;146994;1691;4371;0;153056;6253;365;449;0;7067;3153;433;297;0;3883
28/05/2021 0:00;149830;1768;4465;0;156063;6112;378;440;0;6930;3167;444;306;0;3917
29/05/2021 0:00;150628;1887;4754;0;157269;5909;380;438;0;6727;3182;453;310;0;3945
30/05/2021 0:00;155068;2012;4974;0;162054;5789;383;422;0;6594;3195;452;329;0;3976
31/05/2021 0:00;155331;2097;5077;0;162505;5644;380;425;0;6449;3173;468;343;0;3984
1/06/2021 0:00;156221;2254;5316;0;163791;5454;367;421;0;6242;3238;475;348;0;4061
2/06/2021 0:00;159061;2485;5561;0;167107;5302;381;407;0;6090;3258;502;355;0;4115
3/06/2021 0:00;164012;2599;5729;0;172340;5143;392;408;0;5943;3244;519;373;0;4136
4/06/2021 0:00;169918;2703;5877;0;178498;4861;400;404;0;5665;3259;541;374;0;4174
5/06/2021 0:00;175208;2868;5935;0;184011;4869;422;420;0;5711;3230;542;390;0;4162
6/06/2021 0:00;177257;3050;6111;0;186418;4920;454;455;0;5829;3270;550;391;0;4211
7/06/2021 0:00;179438;3297;6443;0;189178;5047;482;468;0;5997;3279;557;401;0;4237
8/06/2021 0:00;172253;3382;6542;0;182177;4945;488;471;0;5904;3235;579;420;0;4234
9/06/2021 0:00;175991;3589;6721;0;186301;4918;504;486;0;5908;3270;583;417;0;4270
10/06/2021 0:00;177277;3800;6880;0;187957;4999;536;479;0;6014;3337;576;424;0;4337
11/06/2021 0:00;177033;4167;7344;0;188544;5245;590;504;0;6339;3359;594;443;0;4396
12/06/2021 0:00;178344;4463;7590;0;190397;5333;593;508;0;6434;3378;623;443;0;4444
13/06/2021 0:00;180282;4813;7797;0;192892;5365;606;495;0;6466;3366;659;460;0;4485
14/06/2021 0:00;181129;5040;7810;0;193979;5363;624;491;0;6478;3403;691;453;0;4547
15/06/2021 0:00;180463;5448;7970;0;193881;5498;658;499;0;6655;3436;719;452;0;4607
16/06/2021 0:00;181581;5891;8313;0;195785;5620;713;527;0;6860;3441;752;469;0;4662
17/06/2021 0:00;180792;6362;8579;0;195733;5641;743;568;0;6952;3391;790;481;0;4662
18/06/2021 0:00;180657;6774;8602;0;196033;5547;751;567;0;6865;3368;831;475;0;4674
19/06/2021 0:00;177423;7179;8745;0;193347;5450;774;574;0;6798;3309;841;485;0;4635
20/06/2021 0:00;176231;7384;8760;0;192375;5461;801;593;0;6855;3319;845;481;0;4645
21/06/2021 0:00;176132;7669;8906;0;192707;5324;810;595;0;6729;3310;861;484;0;4655
22/06/2021 0:00;189947;7977;9061;0;206985;5360;853;625;0;6838;3341;854;498;0;4693
23/06/2021 0:00;187675;8107;8900;0;204682;5176;828;634;0;6638;3321;873;509;0;4703
24/06/2021 0:00;189217;8179;8842;0;206238;5029;808;620;0;6457;3315;895;509;0;4719
25/06/2021 0:00;191082;8116;8760;0;207958;4938;816;646;0;6400;3324;885;530;0;4739
26/06/2021 0:00;195934;8152;8778;0;212864;4865;856;656;0;6377;3363;885;537;0;4785
27/06/2021 0:00;197514;8200;8766;0;214480;4774;846;653;0;6273;3282;891;530;0;4703
28/06/2021 0:00;197900;8058;8607;0;214565;4746;834;667;0;6247;3173;881;551;0;4605
29/06/2021 0:00;196478;7945;8547;0;212970;4654;827;682;0;6163;3094;905;552;0;4551
30/06/2021 0:00;197564;7688;8356;0;213608;4625;828;668;0;6121;3077;920;564;0;4561
1/07/2021 0:00;193304;7382;8188;0;208874;4532;812;678;0;6022;3049;894;577;0;4520
2/07/2021 0:00;189394;7099;7983;0;204476;4472;777;663;0;5912;2959;901;593;0;4453
3/07/2021 0:00;182689;6745;7781;0;197215;4370;700;670;0;5740;2881;926;599;0;4406
4/07/2021 0:00;177774;6478;7672;0;191924;4277;663;680;0;5620;2907;936;617;0;4460
5/07/2021 0:00;174507;6387;7825;0;188719;4198;632;680;0;5510;2925;938;625;0;4488
6/07/2021 0:00;159179;6118;7698;0;172995;3998;581;649;0;5228;2913;916;618;0;4447
7/07/2021 0:00;151432;6012;7775;0;165219;3919;541;669;0;5129;2876;881;642;0;4399
8/07/2021 0:00;145587;6049;7888;0;159524;3873;531;670;0;5074;2835;879;648;0;4362
9/07/2021 0:00;138737;6048;7979;0;152764;3771;511;680;0;4962;2847;860;627;0;4334
10/07/2021 0:00;133886;5975;8096;0;147957;3673;520;659;0;4852;2802;801;618;0;4221
11/07/2021 0:00;128927;5970;8280;0;143177;3530;499;648;0;4677;2714;770;625;0;4109
12/07/2021 0:00;125958;5827;8310;0;140095;3374;502;648;0;4524;2653;748;623;0;4024
13/07/2021 0:00;128881;5748;8523;0;143152;3310;487;669;0;4466;2575;722;644;0;3941
14/07/2021 0:00;123842;5521;8476;0;137839;3094;463;640;0;4197;2535;700;606;0;3841
15/07/2021 0:00;118833;5198;8271;0;132302;2879;438;616;0;3933;2471;679;595;0;3745
16/07/2021 0:00;114054;4946;8230;0;127230;2716;396;591;0;3703;2429;646;596;0;3671
17/07/2021 0:00;110025;4661;7934;0;122620;2653;372;598;0;3623;2425;646;608;0;3679
18/07/2021 0:00;105463;4324;7567;0;117354;2575;347;579;0;3501;2369;608;597;0;3574
19/07/2021 0:00;101560;4142;7293;0;112995;2527;321;541;0;3389;2351;581;567;0;3499
20/07/2021 0:00;96803;3920;6919;0;107642;2361;297;488;0;3146;2249;560;540;0;3349
21/07/2021 0:00;86205;3728;6554;0;96487;2234;288;459;0;2981;2165;523;534;0;3222
22/07/2021 0:00;79876;3628;6370;0;89874;2220;269;471;0;2960;2124;485;517;0;3126
23/07/2021 0:00;75457;3550;6138;0;85145;2143;277;453;0;2873;2013;462;504;0;2979
24/07/2021 0:00;69984;3476;6063;0;79523;2052;271;448;0;2771;1937;436;459;0;2832
25/07/2021 0:00;66227;3415;6040;0;75682;1946;275;452;0;2673;1891;410;439;0;2740
26/07/2021 0:00;63354;3340;5927;0;72621;1852;273;463;0;2588;1783;387;441;0;2611
27/07/2021 0:00;58868;3336;5944;0;68148;1829;261;482;0;2572;1743;353;453;0;2549
28/07/2021 0:00;59493;3281;5937;0;68711;1778;244;504;0;2526;1699;345;447;0;2491
29/07/2021 0:00;56953;3198;5870;0;66021;1648;244;475;0;2367;1639;335;449;0;2423
30/07/2021 0:00;53718;3065;5707;0;62490;1578;229;478;0;2285;1591;329;454;0;2374
31/07/2021 0:00;50347;3011;5623;0;58981;1457;202;450;0;2109;1504;309;456;0;2269
1/08/2021 0:00;47015;2876;5440;0;55331;1396;193;425;0;2014;1459;298;454;0;2211
2/08/2021 0:00;45740;2734;5254;0;53728;1309;169;395;0;1873;1441;281;458;0;2180
3/08/2021 0:00;43284;2522;4949;0;50755;1235;161;359;0;1755;1406;291;432;0;2129
4/08/2021 0:00;41137;2326;4799;0;48262;1153;157;332;0;1642;1306;275;426;0;2007
5/08/2021 0:00;38602;2205;4606;0;45413;1078;144;313;0;1535;1222;254;399;0;1875
6/08/2021 0:00;35810;2091;4512;0;42413;961;130;298;0;1389;1156;221;379;0;1756
7/08/2021 0:00;33306;1941;4356;0;39603;894;130;281;0;1305;1136;216;380;0;1732
8/08/2021 0:00;30715;1839;4253;0;36807;855;128;283;0;1266;1099;205;366;0;1670
9/08/2021 0:00;28786;1785;4195;0;34766;852;133;281;0;1266;1024;192;335;0;1551
10/08/2021 0:00;26886;1709;4104;0;32699;816;131;294;0;1241;988;167;323;0;1478
11/08/2021 0:00;25452;1657;3936;0;31045;793;129;290;0;1212;965;157;321;0;1443
12/08/2021 0:00;24188;1572;3814;0;29574;751;126;283;0;1160;947;152;312;0;1411
13/08/2021 0:00;22645;1451;3589;0;27685;754;126;268;0;1148;914;160;301;0;1375
14/08/2021 0:00;21298;1392;3415;0;26105;738;117;266;0;1121;855;145;289;0;1289
15/08/2021 0:00;20596;1368;3287;0;25251;676;110;243;0;1029;813;133;277;0;1223
16/08/2021 0:00;20435;1332;3155;0;24922;634;100;236;0;970;815;126;262;0;1203
17/08/2021 0:00;18123;1275;3010;0;22408;576;93;231;0;900;768;125;253;0;1146
18/08/2021 0:00;16512;1277;2994;0;20783;576;89;230;0;895;749;110;232;0;1091
19/08/2021 0:00;15011;1294;3004;0;19309;570;79;232;0;881;712;104;237;0;1053
20/08/2021 0:00;14097;1359;3119;0;18575;544;73;222;0;839;695;84;233;0;1012
21/08/2021 0:00;12934;1396;3177;0;17507;507;69;213;0;789;694;86;218;0;998
22/08/2021 0:00;12405;1386;3181;0;16972;499;64;221;0;784;673;88;217;0;978
23/08/2021 0:00;12102;1325;3169;0;16596;469;62;219;0;750;631;83;224;0;938
24/08/2021 0:00;13012;1332;3167;0;17511;451;58;209;0;718;637;75;223;0;935
25/08/2021 0:00;12588;1309;3083;0;16980;390;47;198;0;635;620;78;216;0;914
26/08/2021 0:00;11854;1280;3072;0;16206;364;46;185;0;595;605;77;197;0;879
27/08/2021 0:00;11193;1262;2983;0;15438;363;42;196;0;601;578;75;186;0;839
28/08/2021 0:00;10606;1192;2892;0;14690;346;41;198;0;585;560;67;185;0;812
29/08/2021 0:00;10377;1135;2800;0;14312;336;37;192;0;565;540;59;179;0;778
30/08/2021 0:00;9913;1128;2725;0;13766;331;37;196;0;564;541;61;167;0;769
31/08/2021 0:00;9396;1075;2636;0;13107;331;46;184;0;561;497;57;153;0;707
1/09/2021 0:00;9165;1026;2573;0;12764;327;48;173;0;548;491;56;146;0;693
2/09/2021 0:00;8795;1038;2535;0;12368;310;43;173;0;526;481;56;135;0;672
3/09/2021 0:00;8126;1025;2511;0;11662;271;42;156;0;469;466;57;136;0;659
4/09/2021 0:00;7861;1023;2435;0;11319;278;41;144;0;463;446;58;131;0;635
5/09/2021 0:00;7283;1056;2441;0;10780;268;38;133;0;439;422;62;121;0;605
6/09/2021 0:00;7067;1078;2439;0;10584;264;35;125;0;424;390;55;126;0;571
7/09/2021 0:00;6556;1122;2520;0;10198;257;28;130;0;415;367;57;124;0;548
8/09/2021 0:00;6102;1147;2595;0;9844;258;28;122;0;408;362;56;123;0;541
9/09/2021 0:00;6143;1126;2569;0;9838;258;27;119;0;404;348;52;131;0;531
10/09/2021 0:00;6083;1133;2587;0;9803;256;33;117;0;406;367;49;127;0;543
11/09/2021 0:00;5874;1139;2669;0;9682;246;32;124;0;402;351;43;128;0;522
12/09/2021 0:00;5812;1126;2722;0;9660;249;35;124;0;408;364;43;139;0;546
13/09/2021 0:00;5692;1143;2821;0;9656;236;37;123;0;396;388;41;125;0;554
14/09/2021 0:00;5570;1135;2894;0;9599;227;39;125;0;391;407;38;128;0;573
15/09/2021 0:00;5674;1150;2936;0;9760;216;37;134;0;387;400;34;127;0;561
16/09/2021 0:00;5543;1174;3000;0;9717;224;40;136;0;400;397;33;121;0;551
17/09/2021 0:00;5611;1168;3008;0;9787;224;38;148;0;410;387;29;119;0;535
18/09/2021 0:00;5389;1216;3008;0;9613;222;36;141;0;399;379;29;122;0;530
19/09/2021 0:00;5219;1233;3045;0;9497;219;37;137;0;393;365;27;114;0;506
20/09/2021 0:00;5199;1243;3058;1;9501;242;36;139;0;417;345;29;115;0;489
21/09/2021 0:00;5181;1279;3054;1;9515;242;36;137;0;415;343;27;115;0;485
22/09/2021 0:00;5099;1312;3078;1;9490;249;35;135;0;419;329;27;117;0;473
23/09/2021 0:00;4945;1321;3085;1;9352;232;31;130;0;393;336;26;119;0;481
24/09/2021 0:00;4891;1318;3116;1;9326;230;29;123;0;382;335;27;116;0;478
25/09/2021 0:00;4911;1286;3108;1;9306;235;28;121;0;384;352;33;109;0;494
26/09/2021 0:00;4925;1262;3057;1;9245;219;27;126;0;372;333;32;110;0;475
27/09/2021 0:00;5028;1258;2990;0;9276;208;27;126;0;361;338;38;111;0;487
28/09/2021 0:00;5217;1201;2866;0;9284;204;23;142;0;369;342;38;113;0;493
29/09/2021 0:00;5317;1168;2792;0;9277;199;25;146;0;370;314;36;117;0;467
30/09/2021 0:00;5369;1152;2795;0;9316;202;26;145;0;373;306;38;116;0;460
1/10/2021 0:00;5381;1162;2842;0;9385;192;24;150;0;366;299;38;110;0;447
2/10/2021 0:00;5295;1170;2898;0;9363;179;26;148;0;353;302;34;103;0;439
3/10/2021 0:00;5264;1169;2939;0;9372;177;22;144;0;343;333;35;100;0;468
4/10/2021 0:00;5188;1126;3003;0;9317;168;22;141;0;331;326;27;97;0;450
5/10/2021 0:00;5125;1146;3089;0;9360;159;25;127;0;311;321;26;93;0;440
6/10/2021 0:00;5037;1110;3165;0;9312;146;29;127;0;302;360;28;89;0;477
7/10/2021 0:00;5105;1102;3189;0;9396;143;34;129;0;306;358;22;89;0;469
8/10/2021 0:00;4938;1103;3154;0;9195;154;35;122;0;311;355;22;93;0;470
9/10/2021 0:00;5048;1122;3182;0;9352;166;37;125;0;328;356;20;97;0;473
10/10/2021 0:00;5198;1116;3100;0;9414;175;37;125;0;337;348;16;96;0;460
11/10/2021 0:00;5085;1165;3110;0;9360;176;37;129;0;342;356;18;98;0;472
12/10/2021 0:00;5035;1161;3104;0;9300;193;34;126;0;353;362;20;103;0;485
13/10/2021 0:00;5063;1183;3100;0;9346;208;33;119;0;360;344;21;100;0;465
14/10/2021 0:00;5043;1159;3035;0;9237;205;25;124;0;354;349;22;98;0;469
15/10/2021 0:00;5318;1106;2904;0;9328;203;25;116;0;344;355;25;99;0;479
16/10/2021 0:00;5280;1031;2881;0;9192;196;26;119;0;341;345;25;102;0;472
17/10/2021 0:00;5143;1069;3001;0;9213;189;27;131;0;347;351;30;102;0;483
18/10/2021 0:00;5380;1029;2956;0;9365;187;26;132;0;345;344;27;97;0;468
19/10/2021 0:00;5025;966;2841;0;8832;172;30;128;0;330;323;26;93;0;442
20/10/2021 0:00;5033;942;2773;0;8748;161;26;134;0;321;328;25;93;0;446
21/10/2021 0:00;5279;907;2714;0;8900;155;31;128;0;314;319;26;95;0;440
22/10/2021 0:00;5545;882;2658;0;9085;146;28;133;0;307;325;26;94;0;445
23/10/2021 0:00;5884;828;2395;0;9107;138;25;124;0;287;317;29;92;0;438
24/10/2021 0:00;6655;709;2066;0;9430;138;24;115;0;277;306;24;91;0;421
25/10/2021 0:00;7144;611;1777;0;9532;126;23;107;0;256;317;27;101;0;445
26/10/2021 0:00;8294;518;1526;0;10338;111;16;96;0;223;314;30;110;0;454
27/10/2021 0:00;9327;410;1187;0;10924;90;14;76;0;180;307;29;113;0;449
28/10/2021 0:00;10031;315;854;0;11200;75;9;60;0;144;310;33;119;1;463
29/10/2021 0:00;10465;210;567;0;11242;55;8;46;0;109;289;31;119;1;440
30/10/2021 0:00;10992;129;347;0;11468;37;5;36;0;78;295;25;124;2;446
31/10/2021 0:00;11161;81;233;0;11475;22;3;20;0;45;293;28;122;2;445
1/11/2021 0:00;11190;50;163;0;11403;13;2;8;0;23;289;26;117;2;434
2/11/2021 0:00;10423;29;75;0;10527;4;1;2;0;7;301;26;111;2;440
3/11/2021 0:00;9937;3;7;0;9947;0;0;1;0;1;312;22;93;2;429
4/11/2021 0:00;9684;0;0;0;9684;0;0;0;0;0;331;16;74;1;422
5/11/2021 0:00;9740;0;0;0;9740;0;0;0;0;0;345;13;60;1;419
6/11/2021 0:00;9763;0;0;0;9763;0;0;0;0;0;350;13;42;0;405
7/11/2021 0:00;9013;0;0;0;9013;0;0;0;0;0;366;8;32;0;406
